project_geographic_district,project_building_identifier,project_school_name,project_type,project_description,project_phase_name,project_status_name,project_phase_actual_start_date,project_phase_planned_end_date,project_phase_actual_end_date,project_budget_amount,final_estimate_of_actual_costs_through_end_of_phase_amount,total_phase_actual_spending_amount,dsf_number_s,failure
18,K268,P.S. 268 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Design,PNS,PNS,PNS,PNS,30000,30000.0,0.0,DSF: 0000866715,False
18,K268,P.S. 268 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Construction,PNS,PNS,PNS,PNS,440000,440000.0,0.0,DSF: 0000866715,False
18,K268,P.S. 268 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,"CM, F&E",PNS,PNS,PNS,PNS,30000,30000.0,0.0,DSF: 0000866715,False
18,K272,P.S. 272 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000866665,True
18,K272,P.S. 272 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Design,PNS,PNS,PNS,PNS,9000,9000.0,0.0,DSF: 0000866665,False
18,K272,P.S. 272 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Construction,PNS,PNS,PNS,PNS,132000,132000.0,0.0,DSF: 0000866665,False
18,K272,P.S. 272 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,"CM, F&E",PNS,PNS,PNS,PNS,9000,9000.0,0.0,DSF: 0000866665,False
18,K272,P.S. 272 - BROOKLYN,SCA CIP RESOA,FY18 RESO A GYMNASIUM UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000867307,True
18,K272,P.S. 272 - BROOKLYN,SCA CIP RESOA,FY18 RESO A GYMNASIUM UPGRADE,Design,PNS,PNS,PNS,PNS,9000,9000.0,0.0,DSF: 0000867307,False
18,K272,P.S. 272 - BROOKLYN,SCA CIP RESOA,FY18 RESO A GYMNASIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,132000,132000.0,0.0,DSF: 0000867307,False
18,K272,P.S. 272 - BROOKLYN,SCA CIP RESOA,FY18 RESO A GYMNASIUM UPGRADE,"CM, F&E",PNS,PNS,PNS,PNS,9000,9000.0,0.0,DSF: 0000867307,False
18,K272,P.S. 272 - BROOKLYN,DIIT - PBX Telephone,NEW/RETROFIT TELEPHONE/INTERCOM SYS,Purch & Install,Complete,07/01/2017,11/27/2017,11/27/2017,DIIX,197813.0,197813.0,DSF: 0000867146,False
18,K272,P.S. 272 - BROOKLYN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,In-Progress,01/05/2017,DOEL,,DOEL,410.0,410.0,DSF:,False
18,K272,P.S. 272 - BROOKLYN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,In-Progress,03/15/2017,DOEL,,DOEL,273.0,273.0,DSF:,False
18,K272,P.S. 272 - BROOKLYN,DOE - Skilled Trades,ACE STEAM SYSTEM OPTIMIZATION,Construction,In-Progress,12/28/2016,DOES,,DOES,183975.0,906.0,DSF: 0000822654,False
18,K272,P.S. 272 - BROOKLYN,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,08/30/2017,DOES,,DOES,170000.0,569.0,DSF: 0000865980,False
18,K276,P.S. 276 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000866666,True
18,K276,P.S. 276 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Design,PNS,PNS,PNS,PNS,9000,9000.0,0.0,DSF: 0000866666,False
18,K276,P.S. 276 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Construction,PNS,PNS,PNS,PNS,132000,132000.0,0.0,DSF: 0000866666,False
18,K276,P.S. 276 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,"CM, F&E",PNS,PNS,PNS,PNS,9000,9000.0,0.0,DSF: 0000866666,False
18,K276,P.S. 276 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,311768.0,0.0,DSF: 0000776882,True
18,K279,P.S. 279 - BROOKLYN,SCA CIP,SANDY:INTERIOR/HEAT/ELEC/FLOOD/ELEVATOR/HVAC/FA,Scope,Complete,10/18/2013,03/25/2014,03/21/2014,464552,242552.0,232456.0,"DSF: 0000759677, 0000777688, 0000777689, 0000777691, 0000777692, 0000782243, 0000782256, 0000799882, 0000799883, 0000799884",False
18,K279,P.S. 279 - BROOKLYN,SCA CIP,SANDY:INTERIOR/HEAT/ELEC/FLOOD/ELEVATOR/HVAC/FA,Design,Complete,03/24/2014,08/21/2014,05/15/2014,1577071,916514.0,762615.0,"DSF: 0000759677, 0000777688, 0000777689, 0000777691, 0000777692, 0000782243, 0000782256, 0000799882, 0000799883, 0000799884",False
18,K279,P.S. 279 - BROOKLYN,SCA CIP,SANDY:INTERIOR/HEAT/ELEC/FLOOD/ELEVATOR/HVAC/FA,Construction,In-Progress,07/21/2014,01/15/2017,,24547436,24788427.0,22008622.0,"DSF: 0000759677, 0000777688, 0000777689, 0000777691, 0000777692, 0000782243, 0000782256, 0000799882, 0000799883, 0000799884",False
18,K279,P.S. 279 - BROOKLYN,SCA CIP,SANDY:INTERIOR/HEAT/ELEC/FLOOD/ELEVATOR/HVAC/FA,"CM, F&E",In-Progress,07/21/2014,01/15/2017,,2216489,1385996.0,1316327.0,"DSF: 0000759677, 0000777688, 0000777689, 0000777691, 0000777692, 0000782243, 0000782256, 0000799882, 0000799883, 0000799884",False
18,K279,P.S. 279 - BROOKLYN,Fast Track Projects,EMERGENCY PROTECTIVE MEASURES - HURRICANE SANDY,Construction,In-Progress,10/31/2012,FTK,,FTK,1473144.0,1460168.0,DSF: 0000023493,False
18,K279,P.S. 279 - BROOKLYN,DOE- RESOA,FY16 RESO A SCIENCE LAB UPGRADES,Construction,Complete,08/30/2016,07/19/2017,07/19/2017,167000,98172.0,98172.0,DSF: 0000822299,False
18,K279,P.S. 279 - BROOKLYN,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,08/30/2017,DOES,,DOES,170000.0,593.0,DSF: 0000865982,False
18,K285,I.S. 285 - BROOKLYN,SCA CIP RESOA,FY18 RESO A GYMNASIUM UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000867306,False
18,K285,I.S. 285 - BROOKLYN,SCA CIP RESOA,FY18 RESO A GYMNASIUM UPGRADE,Design,PNS,PNS,PNS,PNS,6000,6000.0,0.0,DSF: 0000867306,False
18,K285,I.S. 285 - BROOKLYN,SCA CIP RESOA,FY18 RESO A GYMNASIUM UPGRADE,Construction,PNS,PNS,PNS,PNS,88000,88000.0,0.0,DSF: 0000867306,False
18,K285,I.S. 285 - BROOKLYN,SCA CIP RESOA,FY18 RESO A GYMNASIUM UPGRADE,"CM, F&E",PNS,PNS,PNS,PNS,6000,6000.0,0.0,DSF: 0000867306,False
18,K285,I.S. 285 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,569108.0,0.0,DSF: 0000776888,True
18,K285,I.S. 285 - BROOKLYN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,05/26/2017,01/15/2018,09/20/2017,35000,34737.0,34737.0,DSF: 0000845487,False
18,K285,I.S. 285 - BROOKLYN,DOE- RESOA,FY17 RESO A GYMNASIUM UPGRADE,Construction,In-Progress,07/06/2017,DOER,,100000,100000.0,43741.0,DSF: 0000844963,False
18,K366,THE SCIENCE AND MEDICINE MIDDL,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000866376,True
18,K366,THE SCIENCE AND MEDICINE MIDDL,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,Design,PNS,PNS,PNS,PNS,12000,12000.0,0.0,DSF: 0000866376,False
18,K366,THE SCIENCE AND MEDICINE MIDDL,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,Construction,PNS,PNS,PNS,PNS,176000,176000.0,0.0,DSF: 0000866376,False
18,K366,THE SCIENCE AND MEDICINE MIDDL,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,"CM, F&E",PNS,PNS,PNS,PNS,12000,12000.0,0.0,DSF: 0000866376,False
18,K366,THE SCIENCE AND MEDICINE MIDDL,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,208842.0,0.0,DSF: 0000776939,True
18,K415,IT TAKES A VILLAGE ACADEMY - K,SCA CIP,IP SURVEILLANCE CAMERAS,Scope,Complete,09/09/2016,01/12/2017,01/04/2017,7950,8710.0,8710.0,DSF: 0000843845,False
18,K415,IT TAKES A VILLAGE ACADEMY - K,SCA CIP,IP SURVEILLANCE CAMERAS,Design,Complete,01/04/2017,06/29/2017,01/18/2017,29150,35033.0,34970.0,DSF: 0000843845,False
18,K415,IT TAKES A VILLAGE ACADEMY - K,SCA CIP,IP SURVEILLANCE CAMERAS,Construction,In-Progress,05/30/2017,02/23/2018,,308725,273115.0,102840.0,DSF: 0000843845,False
18,K415,IT TAKES A VILLAGE ACADEMY - K,SCA CIP,IP SURVEILLANCE CAMERAS,"CM, F&E",In-Progress,05/30/2017,02/23/2018,,272358,240522.0,119068.0,DSF: 0000843845,False
18,K415,KURT HAHN EXPED LEARNING SCH,SCA CIP RESOA,FY15 RESO A GREEN ROOF,Scope,Complete,04/28/2015,09/11/2015,10/02/2015,0,33906.0,33906.0,DSF: 0000801031,False
18,K415,KURT HAHN EXPED LEARNING SCH,SCA CIP RESOA,FY15 RESO A GREEN ROOF,Design,PNS,PNS,PNS,PNS,6766,227178.0,191.0,DSF: 0000801031,False
18,K415,KURT HAHN EXPED LEARNING SCH,SCA CIP RESOA,FY15 RESO A GREEN ROOF,Construction,PNS,PNS,PNS,PNS,99240,3829231.0,2397.0,DSF: 0000801031,False
18,K415,KURT HAHN EXPED LEARNING SCH,SCA CIP RESOA,FY15 RESO A GREEN ROOF,"CM, F&E",PNS,PNS,PNS,PNS,6766,261084.0,2620.0,DSF: 0000801031,False
18,K415,IT TAKES A VILLAGE ACADEMY - K,SCA CIP RESOA,FY16 RESO A GYMNASIUM UPGRADE,Scope,Complete,07/11/2016,11/09/2016,08/23/2016,0,21817.0,15804.0,DSF: 0000822882,False
18,K415,IT TAKES A VILLAGE ACADEMY - K,SCA CIP RESOA,FY16 RESO A GYMNASIUM UPGRADE,Design,Complete,09/29/2016,02/17/2017,01/20/2017,24839,63382.0,63382.0,DSF: 0000822882,True
18,K415,IT TAKES A VILLAGE ACADEMY - K,SCA CIP RESOA,FY16 RESO A GYMNASIUM UPGRADE,Construction,Complete,04/18/2017,11/13/2017,10/19/2017,364311,372653.0,137075.0,DSF: 0000822882,False
18,K415,IT TAKES A VILLAGE ACADEMY - K,SCA CIP RESOA,FY16 RESO A GYMNASIUM UPGRADE,"CM, F&E",Complete,04/18/2017,11/13/2017,10/19/2017,24839,38962.0,34747.0,DSF: 0000822882,False
18,K415,IT TAKES A VILLAGE ACADEMY - K,SCA CIP RESOA,FY16 RESO A LOW-VOLTAGE ELECTRICAL SYSTEM,Scope,Complete,12/23/2015,03/25/2016,02/10/2016,0,6306.0,6306.0,DSF: 0000822873,False
18,K415,IT TAKES A VILLAGE ACADEMY - K,SCA CIP RESOA,FY16 RESO A LOW-VOLTAGE ELECTRICAL SYSTEM,Design,PNS,PNS,PNS,PNS,28044,85529.0,25226.0,DSF: 0000822873,False
18,K415,IT TAKES A VILLAGE ACADEMY - K,SCA CIP RESOA,FY16 RESO A LOW-VOLTAGE ELECTRICAL SYSTEM,Construction,PNS,PNS,PNS,PNS,411310,1346912.0,4837.0,DSF: 0000822873,False
18,K415,IT TAKES A VILLAGE ACADEMY - K,SCA CIP RESOA,FY16 RESO A LOW-VOLTAGE ELECTRICAL SYSTEM,"CM, F&E",PNS,PNS,PNS,PNS,28044,91835.0,846.0,DSF: 0000822873,False
18,K415,IT TAKES A VILLAGE ACADEMY - K,DOE- RESOA,FY 14 RESO TECHNOLOGY/LIBRARY UPGRA,Construction,PNS,PNS,PNS,PNS,300000,97892.0,0.0,DSF: 0000822104,False
18,K500,HS FOR MEDICAL PROFESSIONS - K,SCA CIP,PLANYC BOILER CONVERSION/PLANYC CLIMATE CTRL/FLOOD,Scope,Complete,10/17/2013,03/24/2014,06/13/2014,123329,104955.0,104955.0,"DSF: 0000761082, 0000806993, 0000829257",False
18,K500,HS FOR MEDICAL PROFESSIONS - K,SCA CIP,PLANYC BOILER CONVERSION/PLANYC CLIMATE CTRL/FLOOD,Design,Complete,08/19/2015,01/25/2016,07/20/2017,493320,377396.0,363881.0,"DSF: 0000761082, 0000806993, 0000829257",False
30,Q112,P.S. 112 - QUEENS,SCA CIP RESOA,FY18 RESO A WATER FOUNTAIN UPGRADES,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000867412,True
30,Q112,P.S. 112 - QUEENS,SCA CIP RESOA,FY18 RESO A WATER FOUNTAIN UPGRADES,Design,PNS,PNS,PNS,PNS,4800,4800.0,0.0,DSF: 0000867412,False
30,Q112,P.S. 112 - QUEENS,SCA CIP RESOA,FY18 RESO A WATER FOUNTAIN UPGRADES,Construction,PNS,PNS,PNS,PNS,70400,70400.0,0.0,DSF: 0000867412,False
30,Q112,P.S. 112 - QUEENS,SCA CIP RESOA,FY18 RESO A WATER FOUNTAIN UPGRADES,"CM, F&E",PNS,PNS,PNS,PNS,4800,4800.0,0.0,DSF: 0000867412,False
30,Q112,P.S. 112 - QUEENS,DOE- RESOA,FY18 RESO A TOILETS-STUDENTS,Construction,In-Progress,12/01/2017,DOER,,0,6090.0,0.0,DSF: 0000867404,True
30,Q112,P.S. 112 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,09/08/2017,DOES,,DOES,170000.0,581.0,DSF: 0000866028,False
30,Q122,P.S. 122 - QUEENS,SCA CIP RESOA,FY16 RESO A SOLAR PANELS,Scope,Complete,01/12/2016,05/26/2016,03/25/2016,0,35254.0,34454.0,DSF: 0000823589,False
30,Q122,P.S. 122 - QUEENS,SCA CIP RESOA,FY16 RESO A SOLAR PANELS,Design,In-Progress,11/07/2017,04/12/2018,,69000,33746.0,7847.0,DSF: 0000823589,True
30,Q122,P.S. 122 - QUEENS,SCA CIP RESOA,FY16 RESO A SOLAR PANELS,Construction,PNS,PNS,PNS,PNS,1012000,1012000.0,0.0,DSF: 0000823589,False
30,Q122,P.S. 122 - QUEENS,SCA CIP RESOA,FY16 RESO A SOLAR PANELS,"CM, F&E",PNS,PNS,PNS,PNS,69000,69000.0,101.0,DSF: 0000823589,False
30,Q122,P.S. 122 - QUEENS,SCA CIP RESOA,FY18 RESO A CAFETERIA / MULTIPURPOSE ROOM UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000867275,True
30,Q122,P.S. 122 - QUEENS,SCA CIP RESOA,FY18 RESO A CAFETERIA / MULTIPURPOSE ROOM UPGRADE,Design,PNS,PNS,PNS,PNS,12000,12000.0,0.0,DSF: 0000867275,False
30,Q122,P.S. 122 - QUEENS,SCA CIP RESOA,FY18 RESO A CAFETERIA / MULTIPURPOSE ROOM UPGRADE,Construction,PNS,PNS,PNS,PNS,176000,176000.0,0.0,DSF: 0000867275,False
30,Q122,P.S. 122 - QUEENS,SCA CIP RESOA,FY18 RESO A CAFETERIA / MULTIPURPOSE ROOM UPGRADE,"CM, F&E",PNS,PNS,PNS,PNS,12000,12000.0,0.0,DSF: 0000867275,False
30,Q122,P.S. 122 - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,05/22/2017,01/15/2018,07/14/2017,60000,59547.0,59547.0,DSF: 0000845061,False
30,Q122,P.S. 122 - QUEENS,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,In-Progress,11/15/2017,DOEL,,DOEL,500.0,0.0,DSF:,False
30,Q122,P.S. 122 - QUEENS,DOE- RESOA,FY17 RESO A HYDROPONIC SCIENCE LAB,Construction,In-Progress,08/07/2017,DOER,,85442,85442.0,85442.0,DSF: 0000844771,False
30,Q126,I.S. 126 - QUEENS,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Scope,Complete,09/20/2017,01/24/2018,11/03/2017,8118,1680.0,1680.0,DSF: 0000867066,False
30,Q126,I.S. 126 - QUEENS,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Design,In-Progress,11/03/2017,05/03/2018,,29766,29766.0,6719.0,DSF: 0000867066,False
30,Q126,I.S. 126 - QUEENS,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Construction,PNS,PNS,PNS,PNS,315246,315246.0,0.0,DSF: 0000867066,False
30,Q126,I.S. 126 - QUEENS,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,"CM, F&E",PNS,PNS,PNS,PNS,128277,128277.0,2191.0,DSF: 0000867066,False
30,Q126,THE 30TH AVENUE SCHOOL,SCA CIP RESOA,FY18 RESO A SCIENCE LAB UPGRADES,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000866399,True
30,Q126,THE 30TH AVENUE SCHOOL,SCA CIP RESOA,FY18 RESO A SCIENCE LAB UPGRADES,Design,PNS,PNS,PNS,PNS,30000,30000.0,0.0,DSF: 0000866399,False
30,Q126,THE 30TH AVENUE SCHOOL,SCA CIP RESOA,FY18 RESO A SCIENCE LAB UPGRADES,Construction,PNS,PNS,PNS,PNS,440000,440000.0,0.0,DSF: 0000866399,False
30,Q126,THE 30TH AVENUE SCHOOL,SCA CIP RESOA,FY18 RESO A SCIENCE LAB UPGRADES,"CM, F&E",PNS,PNS,PNS,PNS,30000,30000.0,0.0,DSF: 0000866399,False
30,Q126,I.S. 126 - QUEENS,SCA IEH,IEH PO18-VARIOUS,Construction,Complete,08/14/2017,IEH,12/31/2017,IEH,214044.0,13388.0,DSF: 0000048177,False
30,Q126,I.S. 126 - QUEENS,SCA IEH,IEH PO18-ROOM 507,Construction,Complete,08/25/2017,IEH,09/07/2017,IEH,0.0,0.0,DSF: 0000048370,True
30,Q126,I.S. 126 - QUEENS,SCA IEH,IEH PO18-ROOM 507,Construction,Complete,09/02/2017,IEH,09/02/2017,IEH,23689.0,2472.0,DSF: 0000048446,False
30,Q126,I.S. 126 - QUEENS,SCA IEH,IEH PO18-ROOM 314,Construction,Complete,10/05/2017,IEH,10/06/2017,IEH,11491.0,3504.0,DSF: 0000048927,False
30,Q126,I.S. 126 - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,06/05/2017,07/05/2017,09/11/2017,35000,34738.0,34738.0,DSF: 0000844437,False
30,Q126,I.S. 126 - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,06/05/2017,07/05/2017,09/11/2017,60000,59549.0,59549.0,DSF: 0000845059,False
30,Q127,P.S. 127 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,09/11/2017,DOES,,DOES,170000.0,622.0,DSF: 0000866031,False
30,Q141,I.S. 141 - QUEENS,DOE- RESOA,FY18 RESO A TOILETS-STUDENTS,Construction,In-Progress,12/01/2017,DOER,,0,0.0,9900.0,DSF: 0000866443,False
30,Q145,I.S. 145 - QUEENS,SCA CIP,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,Scope,Complete,12/12/2014,05/15/2015,02/26/2015,127455,67846.0,66252.0,"DSF: 0000789941, 0000798276",False
30,Q145,I.S. 145 - QUEENS,SCA CIP,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,Design,Complete,04/01/2015,08/31/2015,08/26/2015,509820,111456.0,96156.0,"DSF: 0000789941, 0000798276",False
30,Q145,I.S. 145 - QUEENS,SCA CIP,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,Construction,In-Progress,01/09/2017,12/09/2018,,9559125,8745994.0,2154266.0,"DSF: 0000789941, 0000798276",False
30,Q145,I.S. 145 - QUEENS,SCA CIP,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,"CM, F&E",In-Progress,01/09/2017,12/09/2018,,594790,325169.0,322374.0,"DSF: 0000789941, 0000798276",False
30,Q145,I.S. 145 - QUEENS,SCA IEH,IEH PO18-ROOM 144,Construction,In-Progress,08/14/2017,IEH,,IEH,4710.0,1310.0,DSF: 0000048176,False
30,Q145,I.S. 145 - QUEENS,SCA IEH,IEH PO18-ROOMS 133 AND 138,Construction,Complete,08/17/2017,IEH,08/24/2017,IEH,42251.0,2198.0,DSF: 0000048245,False
30,Q148,P.S. 148 - QUEENS,DIIT - Project Conne,DATA/VOICE & WIRELESS NETWORK CABLE,Purch & Install,In-Progress,02/06/2009,02/01/2016,,DIIT,921268.0,921268.0,DSF: 0000800169,False
30,Q148,P.S. 148 - QUEENS,DOE - Skilled Trades,TOILETS - STUDENTS,Construction,Complete,04/03/2015,03/23/2016,03/23/2016,DOES,45432.0,45432.0,DSF: 0000813299,False
30,Q149,P.S. 149 - QUEENS,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000868049,True
30,Q149,P.S. 149 - QUEENS,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Design,PNS,PNS,PNS,PNS,16440,16440.0,0.0,DSF: 0000868049,False
30,Q149,P.S. 149 - QUEENS,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Construction,PNS,PNS,PNS,PNS,241120,241120.0,0.0,DSF: 0000868049,False
30,Q149,P.S. 149 - QUEENS,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,"CM, F&E",PNS,PNS,PNS,PNS,16440,16440.0,0.0,DSF: 0000868049,False
30,Q149,P.S. 149 - QUEENS,DOE - Skilled Trades,ADA SHELTER COMPLIANCE,Construction,In-Progress,08/15/2016,DOES,,DOES,21138.0,21138.0,DSF: 0000844710,False
30,Q150,P.S. 150 - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,06/14/2017,07/14/2017,09/07/2017,105000,104211.0,104211.0,DSF: 0000845478,False
30,Q150,P.S. 150 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,12/19/2016,DOES,,DOES,162914.0,162914.0,DSF: 0000813332,False
30,Q151,P.S. 151 - QUEENS,SCA CIP,WATER INFILTRATION/ROOFS/PARAPETS/EXT MASONRY,Scope,Complete,11/13/2014,04/02/2015,04/22/2015,92499,122963.0,121381.0,"DSF: 0000790055, 0000813347, 0000813348, 0000813349",False
30,Q151,P.S. 151 - QUEENS,SCA CIP,WATER INFILTRATION/ROOFS/PARAPETS/EXT MASONRY,Design,Complete,08/06/2015,01/11/2016,02/01/2016,360150,317686.0,286797.0,"DSF: 0000790055, 0000813347, 0000813348, 0000813349",False
30,Q151,P.S. 151 - QUEENS,SCA CIP,WATER INFILTRATION/ROOFS/PARAPETS/EXT MASONRY,Construction,In-Progress,10/11/2016,01/03/2018,,5869135,5474170.0,4671298.0,"DSF: 0000790055, 0000813347, 0000813348, 0000813349",False
30,Q151,P.S. 151 - QUEENS,SCA CIP,WATER INFILTRATION/ROOFS/PARAPETS/EXT MASONRY,"CM, F&E",In-Progress,10/11/2016,01/03/2018,,559656,265639.0,237774.0,"DSF: 0000790055, 0000813347, 0000813348, 0000813349",False
30,Q151,P.S. 151 - QUEENS,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,Scope,Complete,03/21/2017,09/21/2017,06/22/2017,87295,55649.0,38834.0,DSF: 0000866094,False
30,Q151,P.S. 151 - QUEENS,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,Design,Complete,07/10/2017,01/10/2018,10/06/2017,349182,115126.0,105626.0,DSF: 0000866094,False
30,Q151,P.S. 151 - QUEENS,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,Construction,PNS,PNS,PNS,PNS,6547154,6547154.0,98.0,DSF: 0000866094,False
30,Q151,P.S. 151 - QUEENS,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,"CM, F&E",PNS,PNS,PNS,PNS,407378,407378.0,9420.0,DSF: 0000866094,False
30,Q151,P.S. 151 - QUEENS,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Scope,Complete,09/19/2017,01/23/2018,09/29/2017,5723,1678.0,1678.0,DSF: 0000867068,False
30,Q397,PRE-K CENTER @ 32-52 37TH ST,PRE-K,LEASE,"CM, F&E",Complete,07/11/2016,07/10/2017,07/10/2017,1529540,1171439.0,1071081.0,DSF: 0000821858,False
30,Q151,P.S. 151 - QUEENS,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Design,In-Progress,09/29/2017,03/29/2018,,20985,20985.0,6711.0,DSF: 0000867068,True
30,Q151,P.S. 151 - QUEENS,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Construction,PNS,PNS,PNS,PNS,222248,222248.0,0.0,DSF: 0000867068,False
30,Q151,P.S. 151 - QUEENS,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,"CM, F&E",PNS,PNS,PNS,PNS,100328,100328.0,2160.0,DSF: 0000867068,False
30,Q151,P.S. 151 - QUEENS,Fast Track Projects,TCU REMOVAL/PLAYGROUND REDEVELOPMENT - PHASE 1,Construction,Complete,07/31/2017,FTK,08/28/2017,FTK,849069.0,441218.0,DSF: 0000866742,False
30,Q151,P.S. 151 - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,05/05/2017,01/15/2018,07/12/2017,60000,59545.0,59545.0,DSF: 0000845062,False
30,Q152,P.S. 152 - QUEENS,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,Complete,02/04/2016,DOEL,04/29/2016,DOEL,270.0,270.0,DSF:,False
30,Q152,P.S. 152 - QUEENS,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,In-Progress,09/29/2016,DOEL,,DOEL,456.0,456.0,DSF:,False
30,Q166,P.S. 166 - QUEENS,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Scope,PNS,PNS,PNS,PNS,0,0.0,0.0,DSF: 0000867268,True
30,Q166,P.S. 166 - QUEENS,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Design,PNS,PNS,PNS,PNS,9000,9000.0,0.0,DSF: 0000867268,False
30,Q166,P.S. 166 - QUEENS,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Construction,PNS,PNS,PNS,PNS,132000,132000.0,0.0,DSF: 0000867268,False
30,Q166,P.S. 166 - QUEENS,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,"CM, F&E",PNS,PNS,PNS,PNS,9000,9000.0,0.0,DSF: 0000867268,False
30,Q171,P.S. 171 - QUEENS,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Scope,Complete,09/25/2017,01/29/2018,10/03/2017,7333,1636.0,1636.0,DSF: 0000867039,False
