project_geographic_district,project_building_identifier,project_school_name,project_type,project_description,project_phase_name,project_status_name,project_phase_actual_start_date,project_phase_planned_end_date,project_phase_actual_end_date,project_budget_amount,final_estimate_of_actual_costs_through_end_of_phase_amount,total_phase_actual_spending_amount,dsf_number_s,failure
20,K445,NEW UTRECHT HS - BROOKLYN,SCA CIP,WATER PENETRATION INTO BASEMENT/NATATORIUM RECONST,Design,Complete,01/16/2014,06/18/2014,12/10/2014,528180,462841.0,359370.0,"DSF: 0000775948, 0000783448",False
20,K445,NEW UTRECHT HS - BROOKLYN,SCA IEH,IEH PO18-AUDITORIUM STAGE IN CAGED IN AREA,Construction,Complete,04/15/2015,IEH,09/30/2017,IEH,62.0,62.0,DSF: 0000034953,False
25,Q193,P.S. 193 - QUEENS,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,Scope,Complete,09/22/2016,03/22/2017,12/20/2016,34462,41970.0,41970.0,DSF: 0000843951,False
25,Q193,P.S. 193 - QUEENS,SCA CIP,TCU REMOVAL/PLAYGROUND REDEVELOPMENT,Design,Complete,03/07/2017,09/07/2017,07/20/2017,137848,104225.0,104225.0,DSF: 0000843951,False
25,Q193,P.S. 193 - QUEENS,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Scope,Complete,02/03/2017,06/06/2017,06/05/2017,0,12487.0,12487.0,DSF: 0000844954,False
25,Q193,P.S. 193 - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,04/28/2017,01/15/2018,08/22/2017,35000,34735.0,34735.0,DSF: 0000844524,False
25,Q194,J.H.S. 194 - QUEENS,SCA CIP,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,Scope,Complete,07/14/2014,12/15/2014,08/25/2014,101926,70223.0,70223.0,"DSF: 0000790753, 0000798297",False
25,Q194,J.H.S. 194 - QUEENS,SCA CIP,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,Design,Complete,09/11/2014,02/17/2015,05/11/2015,407700,215129.0,196095.0,"DSF: 0000790753, 0000798297",False
25,Q194,J.H.S. 194 - QUEENS,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Scope,Complete,01/25/2017,03/24/2017,03/16/2017,0,18428.0,18428.0,DSF: 0000844952,False
25,Q194,J.H.S. 194 - QUEENS,SCA IEH,IEH PO18-1ST FLOOR HALLWAY,Construction,Complete,09/19/2017,IEH,11/26/2017,IEH,164699.0,11068.0,DSF: 0000048669,False
25,Q201,P.S. 201 - QUEENS,SCA Furniture & Equi,FY17 RESO A MOBILE SCIENCE LAB,F&E,Complete,02/01/2017,F&E,09/29/2017,217685,217685.0,217685.0,DSF: 0000845202,False
25,Q201,P.S. 201 - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,04/26/2017,01/15/2018,08/01/2017,35000,34738.0,34738.0,DSF: 0000844528,False
25,Q201,P.S. 201 - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,04/26/2017,01/15/2018,08/01/2017,182315,179592.0,179592.0,DSF: 0000865944,False
25,Q209,Q009 SPED - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,05/22/2017,01/15/2018,11/27/2017,35000,34736.0,34736.0,DSF: 0000845463,False
25,Q214,P.S. 214 - QUEENS,SCA CIP,PARAPETS/FLOOD/EXT MASONRY/ROOFS,Scope,Complete,06/06/2012,04/06/2015,04/06/2015,124408,70097.0,69420.0,"DSF: 0000745395, 0000812865, 0000814327, 0000814328",False
25,Q214,P.S. 214 - QUEENS,SCA CIP,PARAPETS/FLOOD/EXT MASONRY/ROOFS,Design,Complete,04/06/2015,09/03/2015,10/23/2015,482553,345901.0,345817.0,"DSF: 0000745395, 0000812865, 0000814327, 0000814328",False
25,Q214,P.S. 214 - QUEENS,SCA CIP RESOA,RESO A SUPPLEMENTAL COOLING,Scope,Complete,06/16/2017,08/16/2017,07/20/2017,0,12111.0,1240.0,DSF: 0000843950,False
25,Q214,P.S. 214 - QUEENS,SCA CIP RESOA,RESO A SUPPLEMENTAL COOLING,Design,Complete,08/04/2017,10/30/2017,10/16/2017,21721,6039.0,4956.0,DSF: 0000843950,False
25,Q214,P.S. 214 - QUEENS,SCA CIP RESOA,FY17 RESO A LOW VOLTAGE ELECTRICAL SYSTEMS,Scope,Complete,07/13/2017,10/12/2017,08/30/2017,0,6552.0,787.0,DSF: 0000844824,False
25,Q219,P.S. 219 - QUEENS,SCA CIP,LOW VOLTAGE ELECTRICAL/KITCHEN UPGRADE,Scope,Complete,07/30/2013,10/29/2013,12/05/2013,32861,20707.0,20707.0,"DSF: 0000745480, 0000799467",False
25,Q219,P.S. 219 - QUEENS,SCA CIP,LOW VOLTAGE ELECTRICAL/KITCHEN UPGRADE,Design,Complete,12/18/2013,06/23/2014,12/17/2014,127969,194000.0,164028.0,"DSF: 0000745480, 0000799467",False
25,Q219,P.S. 213 - QUEENS,SCA CIP RESOA,FY11 RESO A SUPPLEMENTAL COOLING,Scope,Complete,06/16/2017,08/16/2017,07/24/2017,0,28368.0,28368.0,DSF: 0000710869,False
25,Q219,P.S. 213 - QUEENS,SCA CIP RESOA,FY11 RESO A SUPPLEMENTAL COOLING,Design,Complete,08/04/2017,11/06/2017,10/16/2017,21000,46147.0,46147.0,DSF: 0000710869,True
25,Q219,P.S. 219 - QUEENS,SCA IEH,IEH PO18-ROOM 130 & 185A,Construction,Complete,05/08/2017,IEH,07/09/2017,IEH,43249.0,4984.0,DSF: 0000046586,False
25,Q219,P.S. 219 - QUEENS,SCA IEH,IEH PO18-LOBBY,Construction,Complete,07/07/2017,IEH,07/11/2017,IEH,0.0,0.0,DSF: 0000047527,True
25,Q237,J.H.S. 237 - QUEENS,SCA CIP RESOA,FY16 RESO A SUPPLEMENTAL COOLING,Scope,Complete,06/20/2017,08/21/2017,07/24/2017,0,13851.0,1192.0,DSF: 0000822774,False
25,Q237,J.H.S. 237 - QUEENS,SCA CIP RESOA,FY16 RESO A SUPPLEMENTAL COOLING,Design,Complete,08/04/2017,11/06/2017,11/01/2017,48900,4769.0,4769.0,DSF: 0000822774,False
25,Q237,J.H.S. 237 - QUEENS,SCA IEH,SOIL INVESTIGATION AND REMEDIATION,Construction,Complete,03/22/2016,IEH,08/11/2017,IEH,129030.0,78197.0,DSF: 0000843737,False
25,Q237,J.H.S. 237 - QUEENS,SCA IEH,"IEH PO18-ROOMS 334 & 434, AND CORRIDOR OUTSIDE ROO",Construction,Complete,08/21/2017,IEH,09/23/2017,IEH,73087.0,5976.0,DSF: 0000048290,False
25,Q242,P.S. 242 - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,05/22/2017,01/15/2018,09/13/2017,100000,99246.0,99246.0,DSF: 0000845187,False
25,Q244,P.S. 244 - QUEENS,SCA CIP RESOA,FY16 RESO A PLAYGROUND REDEVELOPMENT,Scope,Complete,01/20/2016,04/19/2016,03/18/2016,0,8521.0,8521.0,DSF: 0000822782,False
25,Q244,P.S. 244 - QUEENS,SCA CIP RESOA,FY16 RESO A PLAYGROUND REDEVELOPMENT,Design,Complete,03/18/2016,08/02/2016,06/14/2016,23474,33230.0,29509.0,DSF: 0000822782,False
25,Q244,P.S. 244 - QUEENS,SCA CIP RESOA,FY16 RESO A PLAYGROUND REDEVELOPMENT,Construction,Complete,05/08/2017,02/01/2018,10/24/2017,344289,322593.0,278430.0,DSF: 0000822782,False
25,Q244,P.S. 244 - QUEENS,SCA CIP RESOA,FY16 RESO A PLAYGROUND REDEVELOPMENT,"CM, F&E",Complete,05/08/2017,02/01/2018,10/24/2017,23474,34923.0,17274.0,DSF: 0000822782,False
25,Q336,I.S./H.S. 336 - QUEENS,SCA Lease Site Impro,LEASE,Scope,Complete,10/10/2013,03/28/2014,04/24/2014,499675,392940.0,384401.0,DSF: 0000798226,False
25,Q336,I.S./H.S. 336 - QUEENS,SCA Lease Site Impro,LEASE,Design,Complete,04/25/2014,09/12/2014,05/03/2016,1598960,1380213.0,1048892.0,DSF: 0000798226,True
25,Q425,JOHN BOWNE HS - QUEENS,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Scope,Complete,09/15/2017,01/19/2018,10/18/2017,12949,3653.0,3653.0,DSF: 0000867058,False
25,Q460,FLUSHING HS - QUEENS,SCA IEH,IEH PO18-ROOM 304B,Construction,Complete,08/17/2017,IEH,08/26/2017,IEH,23954.0,2166.0,DSF: 0000048248,False
25,Q460,QUEENS HIGH SCHOOL FOR LANGUAG,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,05/16/2017,01/15/2018,07/24/2017,75000,74436.0,74436.0,DSF: 0000845189,False
25,Q460,VERITAS ACADEMY,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,06/05/2017,07/05/2017,09/12/2017,75000,74438.0,74438.0,DSF: 0000845190,False
25,Q460,VERITAS ACADEMY,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,06/05/2017,07/05/2017,09/12/2017,100000,99246.0,99246.0,DSF: 0000845110,False
25,Q499,Q993 SPED - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,06/14/2017,07/14/2017,08/04/2017,70000,69468.0,69468.0,DSF: 0000845199,False
25,Q515,TOWNSEND HARRIS HS - Q,SCA CIP RESOA,FY16 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Scope,Complete,09/25/2017,01/25/2018,09/29/2017,0,2245.0,2245.0,DSF: 0000823547,False
25,Q515,TOWNSEND HARRIS HS - Q,DIIT - PBX Telephone,NEW/RETROFIT TELEPHONE/INTERCOM SYSTEM,Purch & Install,Complete,07/01/2017,06/30/2018,07/19/2017,DIIX,328506.0,328506.0,DSF: 0000867154,False
20,K446,NEW UTRECHT HS - BROOKLYN,SCA CIP,ATHLETIC FIELD REPAIRS,Scope,Complete,10/30/2014,04/02/2015,02/19/2015,79350,89465.0,76943.0,DSF: 0000783461,False
20,K446,NEW UTRECHT HS - BROOKLYN,SCA CIP,ATHLETIC FIELD REPAIRS,Design,Complete,04/27/2015,11/27/2015,11/25/2015,317400,191917.0,187390.0,DSF: 0000783461,False
20,K485,TELECOM ARTS & TECHNOLOGY H.S.,SCA CIP,C OF O,Scope,Complete,03/28/2016,07/28/2016,10/31/2016,137244,362840.0,362840.0,DSF: 0000665737,True
20,K485,TELECOM ARTS & TECHNOLOGY H.S.,SCA CIP,C OF O,Design,Complete,12/09/2016,06/02/2017,10/31/2017,548977,1504840.0,1491540.0,DSF: 0000665737,False
20,K486,I.S. 187 - BROOKLYN,SCA CIP RESOA,FY17 RESO A ROOM CONVERSIONS/PARTITIONING,Scope,Complete,02/03/2017,05/05/2017,03/02/2017,0,8489.0,8489.0,DSF: 0000844171,False
20,K486,I.S. 187 - BROOKLYN,SCA CIP RESOA,FY17 RESO A ROOM CONVERSIONS/PARTITIONING,Design,Complete,06/19/2017,11/08/2017,11/15/2017,12000,28329.0,17853.0,DSF: 0000844171,False
20,K490,FORT HAMILTON HS - K,SCA CIP,POOL BOILER,Scope,Complete,03/06/2014,08/05/2014,05/21/2014,65925,29520.0,29520.0,DSF: 0000799401,False
20,K490,FORT HAMILTON HS - K,SCA CIP,POOL BOILER,Design,Complete,05/21/2014,10/22/2014,12/15/2014,263700,379298.0,284269.0,DSF: 0000799401,False
20,K490,FORT HAMILTON HS - K,SCA CIP,MASONRY DEFECTS/ROOFS/FLOOD/PARAPETS,Scope,Complete,05/27/2014,10/09/2014,02/13/2015,381649,233126.0,218006.0,"DSF: 0000783669, 0000829210, 0000829213, 0000829214",False
20,K490,FORT HAMILTON HS - K,SCA CIP,MASONRY DEFECTS/ROOFS/FLOOD/PARAPETS,Design,Complete,01/12/2017,06/14/2017,05/31/2017,1520415,145901.0,145901.0,"DSF: 0000783669, 0000829210, 0000829213, 0000829214",False
20,K490,FORT HAMILTON HS - K,SCA CIP RESOA,FY16 RESO A ATHLETIC FIELD UPGRADE,Scope,Complete,12/22/2015,06/22/2016,04/06/2016,0,66052.0,66052.0,DSF: 0000843649,False
20,K490,FORT HAMILTON HS - K,SCA CIP RESOA,FY16 RESO A ATHLETIC FIELD UPGRADE,Design,Complete,04/21/2016,10/21/2016,10/21/2016,288720,150479.0,146669.0,DSF: 0000843649,False
20,K490,FORT HAMILTON HS - K,SCA IEH,IEH PO18-ROOM 326,Construction,Complete,05/09/2017,IEH,08/25/2017,IEH,76212.0,1320.0,DSF: 0000046625,False
20,K491,DISTRICT 20 PRE-K CENTER,SCA Furniture & Equi,FY17 RESO A MOBILE SCIENCE LAB,F&E,Complete,01/09/2017,F&E,07/31/2017,76000,76000.0,76000.0,DSF: 0000844265,False
20,K560,DISTRICT 20 PRE-K CENTER,SCA Furniture & Equi,FY17 RESO A MOBILE SCIENCE LAB,F&E,Complete,01/09/2017,F&E,07/31/2017,76000,76000.0,76000.0,DSF: 0000844266,False
20,K613,PRE-K CENTER @ 369 93RD STREET,PRE-K,NEW SCHOOL,Scope,Complete,02/18/2015,03/31/2015,04/01/2015,690925,486536.0,482593.0,DSF: 0000821813,False
20,K613,PRE-K CENTER @ 369 93RD STREET,PRE-K,NEW SCHOOL,Design,Complete,04/02/2015,08/31/2015,04/14/2016,2210960,2313082.0,1269802.0,DSF: 0000821813,False
20,K678,PRE-K CENTER @ 1423 62ND ST,PRE-K,LEASE,Scope,Complete,04/27/2015,05/06/2015,06/19/2015,622050,467705.0,450042.0,DSF: 0000821958,False
20,K678,PRE-K CENTER @ 1423 62ND ST,PRE-K,LEASE,Design,Complete,06/22/2015,08/03/2015,03/07/2016,1990560,1873774.0,1735433.0,DSF: 0000821958,True
20,K678,PRE-K CENTER @ 1423 62ND ST,PRE-K,LEASE,Construction,Complete,05/24/2016,07/17/2017,08/30/2017,27917604,28068537.0,26165555.0,DSF: 0000821958,False
20,K678,PRE-K CENTER @ 1423 62ND ST,PRE-K,LEASE,"CM, F&E",Complete,05/24/2016,07/17/2017,08/30/2017,3931356,2914506.0,2353362.0,DSF: 0000821958,False
20,K695,DISTRICT 20 PRE-K CENTER,SCA Furniture & Equi,FY17 RESO A MOBILE SCIENCE LAB,F&E,Complete,01/19/2017,F&E,12/22/2017,190000,190000.0,0.0,DSF: 0000844258,False
20,K746,P.S. 746 - BROOKLYN,SCA Capacity,NEW SCHOOL,Scope,Complete,04/15/2015,10/15/2015,11/10/2015,2318675,839189.0,787066.0,DSF: 0000798186,False
20,K746,P.S. 746 - BROOKLYN,SCA Capacity,NEW SCHOOL,Design,Complete,11/12/2015,04/29/2016,02/03/2017,7419760,3378957.0,3083117.0,DSF: 0000798186,False
20,K747,DISTRICT 20 PRE-K CENTER,SCA IEH,"IEH PO18-RMS 115,118,117,119 & 1ST FL HALLWAY",Construction,Complete,12/11/2017,IEH,12/17/2017,IEH,44356.0,1622.0,DSF: 0000049710,False
20,K747,DISTRICT 20 PRE-K CENTER,SCA Furniture & Equi,FY17 RESO A MOBILE SCIENCE LAB,F&E,Complete,01/09/2017,F&E,07/31/2017,228000,228000.0,228000.0,DSF: 0000844264,False
20,K762,PRE-K CENTER @ 1355 84TH ST,PRE-K,LEASE,Scope,Complete,05/11/2015,05/11/2015,05/11/2015,51776,64975.0,64975.0,DSF: 0000822162,True
20,K762,PRE-K CENTER @ 1355 84TH ST,PRE-K,LEASE,Design,Complete,05/12/2015,07/23/2015,07/23/2015,165684,152768.0,152768.0,DSF: 0000822162,False
20,K934,FORT HAMILTON HS - K,SCA CIP,ROOFS,Scope,Complete,05/27/2014,10/09/2014,02/13/2015,43408,10771.0,10771.0,DSF: 0000829999,False
20,K934,FORT HAMILTON HS - K,SCA CIP,ROOFS,Design,Complete,01/12/2017,06/14/2017,05/31/2017,173632,43085.0,43085.0,DSF: 0000829999,False
21,K043,I.S. 98 - BROOKLYN,SCA CIP RESOA,FY12 RESO A AUDITORIUM SEATING,Scope,Complete,05/24/2016,08/24/2016,06/09/2016,0,10561.0,10561.0,DSF: 0000844102,False
21,K043,I.S. 98 - BROOKLYN,SCA Furniture & Equi,FY17 RESO A MOBILE SCIENCE LAB,F&E,Complete,01/19/2017,F&E,08/09/2017,250000,250000.0,250000.0,DSF: 0000844330,False
21,K095,P.S. 95 - BROOKLYN,SCA CIP,PARAPET/ROOFS/EXT MASONRY,Scope,Complete,07/18/2013,01/03/2014,10/28/2013,82528,151955.0,148528.0,"DSF: 0000026515, 0000779171, 0000779172",False
21,K095,P.S. 95 - BROOKLYN,SCA CIP,PARAPET/ROOFS/EXT MASONRY,Design,Complete,12/17/2013,05/20/2014,04/16/2014,322525,408826.0,309908.0,"DSF: 0000026515, 0000779171, 0000779172",False
21,K095,P.S. 95 - BROOKLYN,SCA CIP RESOA,FY17 RESO A SUPPLEMENTAL COOLING,Scope,Complete,06/13/2017,08/14/2017,07/24/2017,0,14619.0,1574.0,DSF: 0000844944,False
21,K095,P.S. 95 - BROOKLYN,SCA IEH,IEH PO18-PRINCIPAL'S OFFICE #215,Construction,Complete,07/06/2017,IEH,07/07/2017,IEH,12089.0,3076.0,DSF: 0000047525,False
21,K095,P.S. 95 - BROOKLYN,SCA IEH,IEH PO18-RM 217 G.O. CEILING,Construction,Complete,07/28/2017,IEH,07/29/2017,IEH,15532.0,1970.0,DSF: 0000047870,False
21,K096,I.S. 96 - BROOKLYN,SCA CIP RESOA,FY16 RESO A SCIENCE LAB UPGRADES,Scope,Complete,01/21/2016,05/05/2016,03/03/2016,0,18616.0,4759.0,DSF: 0000822618,False
21,K096,I.S. 96 - BROOKLYN,SCA CIP RESOA,FY16 RESO A SCIENCE LAB UPGRADES,Design,Complete,03/09/2016,08/08/2016,01/13/2017,50820,62010.0,56454.0,DSF: 0000822618,False
21,K096,I.S. 96 - BROOKLYN,SCA CIP RESOA,FY16 RESO A SCIENCE LAB UPGRADES,Construction,Complete,04/28/2017,12/23/2017,12/18/2017,745356,462398.0,253395.0,DSF: 0000822618,False
21,K096,I.S. 96 - BROOKLYN,SCA CIP RESOA,FY16 RESO A SCIENCE LAB UPGRADES,"CM, F&E",Complete,04/28/2017,12/23/2017,12/18/2017,55546,55541.0,52629.0,DSF: 0000822618,False
21,K096,I.S. 96 - BROOKLYN,SCA IEH,IEH PO18-RM 405,Construction,Complete,07/11/2017,IEH,08/22/2017,IEH,164.0,164.0,DSF: 0000047566,False
21,K096,I.S. 96 - BROOKLYN,DOE - Skilled Trades,CTF ROOM CONVERSION,Construction,Complete,07/14/2017,11/29/2017,11/29/2017,DOES,592000.0,160218.0,DSF: 0000844695,False
21,K097,P.S. 97 - BROOKLYN,SCA Capacity,ADDITION,Scope,Complete,03/13/2017,08/14/2017,07/31/2017,1220080,573475.0,543959.0,DSF: 0000798193,False
21,K097,P.S. 97 - BROOKLYN,SCA CIP,DEMOLITION,Scope,Complete,04/18/2017,04/18/2017,04/18/2017,9270,19894.0,681.0,DSF: 0000798193,True
21,K097,P.S. 97 - BROOKLYN,SCA CIP,DEMOLITION,Design,Complete,04/19/2017,07/31/2017,09/20/2017,33990,31541.0,2721.0,DSF: 0000798193,False
21,K097,P.S. 97 - BROOKLYN,SCA CIP,PLANYC BOILER CONVERSION,Scope,Complete,05/09/2017,10/10/2017,10/06/2017,85998,1148.0,1148.0,DSF: 0000799391,False
21,K097,P.S. 97 - BROOKLYN,SCA CIP,PLANYC CLIMATE CONTROL,Scope,Complete,05/09/2017,10/10/2017,10/06/2017,24029,48.0,48.0,DSF: 0000779204,False
21,K097,P.S. 97,SCA Emergency Lighti,LL 41/16 COMPLIANCE,Scope,Complete,09/12/2003,09/12/2003,09/12/2003,720,1448.0,1448.0,DSF: 0000012191,True
21,K097,P.S. 97,SCA Emergency Lighti,LL 41/16 COMPLIANCE,Design,Complete,09/15/2003,09/15/2003,10/28/2003,2600,23870.0,23870.0,DSF: 0000012191,True
21,K099,P.S. 99 - BROOKLYN,SCA IEH,"IEH PO18-RMS 207,209, & THE REAR GYM FROM EXIT G B",Construction,Complete,05/15/2017,IEH,07/26/2017,IEH,57567.0,2384.0,DSF: 0000046751,False
21,K099,P.S. 99 - BROOKLYN,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,06/14/2017,07/14/2017,09/14/2017,50000,49388.0,49388.0,DSF: 0000845513,False
21,K099,P.S. 99 - BROOKLYN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,Complete,03/01/2017,DOEL,06/05/2017,DOEL,578.0,578.0,DSF:,False
21,K099,P.S. 99 - BROOKLYN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,Complete,03/27/2017,DOEL,11/06/2017,DOEL,82763.0,82763.0,DSF:,False
26,Q026,P.S. 26 - QUEENS,SCA CIP RESOA,FY15 RESO A LOW-VOLTAGE ELECTRICAL SYSTEM,Scope,Complete,01/06/2015,04/07/2015,03/17/2015,0,6646.0,6646.0,DSF: 0000800349,False
26,Q026,P.S. 26 - QUEENS,SCA CIP RESOA,FY15 RESO A LOW-VOLTAGE ELECTRICAL SYSTEM,Design,Complete,10/07/2015,03/14/2016,03/23/2016,37028,26765.0,26582.0,DSF: 0000800349,False
26,Q026,P.S. 26 - QUEENS,SCA CIP RESOA,FY15 RESO A LOW-VOLTAGE ELECTRICAL SYSTEM,Construction,Complete,07/19/2016,07/18/2017,07/18/2017,543076,572817.0,502900.0,DSF: 0000800349,False
26,Q026,P.S. 26 - QUEENS,SCA CIP RESOA,FY15 RESO A LOW-VOLTAGE ELECTRICAL SYSTEM,"CM, F&E",Complete,07/19/2016,07/18/2017,07/18/2017,37028,56037.0,54672.0,DSF: 0000800349,False
26,Q031,P.S. 31 - QUEENS,SCA CIP,CHIMNEY LINER REPLAC/PLANYC BOILER/CLIMATE/MASONRY,Scope,Complete,09/17/2014,02/05/2015,03/16/2015,226470,129390.0,129390.0,"DSF: 0000800273, 0000833494, 0000833495, 0000833496, 0000833500, 0000843954, 0000843955",False
26,Q031,P.S. 31 - QUEENS,SCA CIP,CHIMNEY LINER REPLAC/PLANYC BOILER/CLIMATE/MASONRY,Design,Complete,02/12/2016,07/14/2016,10/12/2016,898205,526869.0,429482.0,"DSF: 0000800273, 0000833494, 0000833495, 0000833496, 0000833500, 0000843954, 0000843955",False
26,Q041,P.S. 41 - QUEENS,SCA CIP RESOA,FY17 RESO A ELECTRICAL SYSTEMS,Scope,Complete,01/13/2017,03/13/2017,02/21/2017,0,11922.0,5386.0,DSF: 0000844955,False
26,Q041,P.S. 41 - QUEENS,SCA IEH,IEH PO18-VARIOUS,Construction,Complete,12/08/2017,IEH,12/10/2017,IEH,20944.0,2258.0,DSF: 0000049706,False
26,Q041,P.S. 41 - QUEENS,DIIT - PBX Telephone,NEW/RETROFIT TELEPHONE/INTERCOM SYS,Purch & Install,Complete,07/01/2017,11/20/2017,11/20/2017,DIIX,152369.0,152369.0,DSF: 0000867161,False
26,Q067,J.H.S. 67 - QUEENS,SCA CIP,FLOOD ELIMINATION,Scope,Complete,10/06/2014,02/25/2015,07/10/2015,17598,87249.0,87050.0,DSF: 0000788635,True
26,Q067,J.H.S. 67 - QUEENS,SCA CIP,FLOOD ELIMINATION,Design,Complete,09/30/2015,03/07/2016,09/08/2016,70391,78791.0,77274.0,DSF: 0000788635,False
26,Q094,P.S. 94 - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,05/11/2017,01/15/2018,08/01/2017,50000,49624.0,49624.0,DSF: 0000845461,True
26,Q098,P.S. 98 - QUEENS,SCA IEH,IEH PO18-ROOM 101,Construction,Complete,06/06/2017,IEH,07/29/2017,IEH,89165.0,6176.0,DSF: 0000047146,False
26,Q098,P.S. 98 - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,06/05/2017,01/15/2018,08/29/2017,35000,34738.0,34738.0,DSF: 0000844499,False
26,Q098,P.S. 98 - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,06/05/2017,07/05/2017,08/29/2017,65000,64512.0,64512.0,DSF: 0000845462,False
26,Q115,P.S. 115 - QUEENS,SCA CIP,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,Scope,Complete,10/15/2015,03/21/2016,12/14/2015,83160,63606.0,63606.0,"DSF: 0000798279, 0000798280",False
26,Q115,P.S. 115 - QUEENS,SCA CIP,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,Design,Complete,12/30/2015,06/02/2017,06/24/2016,332640,257224.0,255791.0,"DSF: 0000798279, 0000798280",False
26,Q115,P.S. 115 - QUEENS,SCA CIP,PARAPETS/EXT MASONRY,Scope,Complete,12/07/2015,04/22/2016,05/25/2016,74250,152715.0,138531.0,"DSF: 0000834789, 0000834790",False
26,Q115,P.S. 115 - QUEENS,SCA CIP,PARAPETS/EXT MASONRY,Design,Complete,06/28/2016,11/30/2016,03/21/2017,297000,348509.0,284693.0,"DSF: 0000834789, 0000834790",False
26,Q115,P.S. 115 - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,05/15/2017,01/15/2018,07/03/2017,100000,99200.0,99200.0,DSF: 0000845144,False
26,Q130,P.S. 130 - QUEENS,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Scope,Complete,09/18/2017,01/22/2018,10/02/2017,6808,1214.0,1214.0,DSF: 0000867067,False
26,Q130,P.S. 130 - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,06/21/2017,07/21/2017,08/18/2017,35000,34735.0,34735.0,DSF: 0000844508,False
26,Q130,P.S. 130 - QUEENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,Complete,06/21/2017,07/21/2017,08/18/2017,35000,34738.0,34738.0,DSF: 0000845452,False
26,Q133,P.S. 133 - QUEENS,SCA CIP RESOA,FY15 RESO A PLAYGROUND REDEVELOPMENT,Scope,Complete,02/10/2015,05/11/2015,04/14/2015,0,68557.0,44625.0,DSF: 0000800361,False
26,Q133,P.S. 133 - QUEENS,SCA CIP RESOA,FY15 RESO A PLAYGROUND REDEVELOPMENT,Design,Complete,11/09/2015,03/29/2016,04/14/2016,169500,83572.0,83572.0,DSF: 0000800361,False
26,Q133,P.S. 133 - QUEENS,SCA CIP RESOA,FY15 RESO A PLAYGROUND REDEVELOPMENT,Scope,Complete,03/08/2017,06/06/2017,04/12/2017,0,18647.0,18647.0,DSF: 0000865725,False
26,Q133,P.S. 133 - QUEENS,SCA CIP RESOA,FY15 RESO A PLAYGROUND REDEVELOPMENT,Design,Complete,04/27/2017,09/12/2017,06/22/2017,81780,74588.0,74588.0,DSF: 0000865725,False
26,Q159,P.S. 159 - QUEENS,SCA IEH,IEH PO18-3RD FL CORRIDOR AND STAIRCASE LANDING,Construction,Complete,09/06/2017,IEH,10/09/2017,IEH,58185.0,3834.0,DSF: 0000048568,False
26,Q162,P.S. 162 - QUEENS,SCA CIP,PARAPET/FLOOD ELIMINATION/EXT MASONRY/ROOFING,Scope,Complete,01/13/2014,05/29/2014,05/13/2014,129451,145119.0,142818.0,"DSF: 0000790250, 0000790252, 0000790253, 0000800283",False
26,Q162,P.S. 162 - QUEENS,SCA CIP,PARAPET/FLOOD ELIMINATION/EXT MASONRY/ROOFING,Design,Complete,08/22/2014,01/28/2015,01/28/2015,517800,464193.0,412158.0,"DSF: 0000790250, 0000790252, 0000790253, 0000800283",False
