project_type,project_description,project_phase_name,project_status_name,dsf_number_s,failure
SCA CIP,Tcu removal/playground redevelopment,Scope,Complete,DSF: 0000866094,False
SCA CIP,Tcu removal/playground redevelopment,Design,Complete,DSF: 0000866094,False
SCA CIP,Tcu removal/playground redevelopment,Construction,PNS,DSF: 0000866094,False
SCA CIP,Tcu removal/playground redevelopment,"CM, F&E",PNS,DSF: 0000866094,False
SCA CIP,Ip digital video surveillance system,Scope,Complete,DSF: 0000867068,False
PRE-K,Lease,"CM, F&E",Complete,DSF: 0000821858,False
SCA CIP,Ip digital video surveillance system,Design,In-Progress,DSF: 0000867068,True
SCA CIP,Ip digital video surveillance system,Construction,PNS,DSF: 0000867068,False
SCA CIP,Ip digital video surveillance system,"CM, F&E",PNS,DSF: 0000867068,False
FAST TRACK PROJECTS,Tcu removal/playground redevelopment - phase 1,Construction,Complete,DSF: 0000866742,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000845062,False
DOE - LEAD PAINT,Lead paint abatement,Construction,Complete,DSF:,False
DOE - LEAD PAINT,Lead paint abatement,Construction,In-Progress,DSF:,False
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,Scope,PNS,DSF: 0000867268,True
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,Design,PNS,DSF: 0000867268,False
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,Construction,PNS,DSF: 0000867268,False
SCA CIP RESOA,Fy18 reso a auditorium  upgrade,"CM, F&E",PNS,DSF: 0000867268,False
SCA CIP,Ip digital video surveillance system,Scope,Complete,DSF: 0000867039,False
SCA CIP,Ip digital video surveillance system,Design,In-Progress,DSF: 0000867039,True
SCA CIP,Ip digital video surveillance system,Construction,PNS,DSF: 0000867039,False
SCA CIP,Ip digital video surveillance system,"CM, F&E",PNS,DSF: 0000867039,False
DIIT - RESOA,Fy 15 reso a technology upgrade,Purch & Install,Complete,DSF: 0000821792,True
SCA CIP,Ip digital video surveillance system,Scope,Complete,DSF: 0000867048,False
SCA CIP,Ip digital video surveillance system,Design,In-Progress,DSF: 0000867048,False
SCA CIP,Ip digital video surveillance system,Construction,PNS,DSF: 0000867048,False
SCA CIP,Ip digital video surveillance system,"CM, F&E",PNS,DSF: 0000867048,False
SCA IEH,Ieh po18-room 207,Construction,Complete,DSF: 0000047392,False
SCA IEH,Ieh po18-hallway outside cafeteria,Construction,Complete,DSF: 0000048045,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000845480,False
DOE - SKILLED TRADES,Bathroom upgrade,Construction,In-Progress,DSF: 0000866045,False
SCA CIP RESOA,Fy18 reso a playgrounds,Scope,PNS,DSF: 0000867343,True
SCA CIP RESOA,Fy18 reso a playgrounds,Design,PNS,DSF: 0000867343,False
SCA CIP RESOA,Fy18 reso a playgrounds,Construction,PNS,DSF: 0000867343,False
SCA CIP RESOA,Fy18 reso a playgrounds,"CM, F&E",PNS,DSF: 0000867343,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000844548,False
SCA CIP RESOA,Fy17 reso a electrical systems,Scope,Complete,DSF: 0000844969,False
SCA CIP RESOA,Fy17 reso a electrical systems,Design,Complete,DSF: 0000844969,False
SCA CIP RESOA,Fy17 reso a electrical systems,Construction,Complete,DSF: 0000844969,False
SCA CIP RESOA,Fy17 reso a electrical systems,"CM, F&E",Complete,DSF: 0000844969,False
TRUST FOR PUBLIC LAN,Fy17 reso playground upgrade,Scope,Complete,DSF: 0000845604,False
TRUST FOR PUBLIC LAN,Fy17 reso playground upgrade,Design,In-Progress,DSF: 0000845604,False
TRUST FOR PUBLIC LAN,Fy17 reso playground upgrade,Construction,PNS,DSF: 0000845604,False
TRUST FOR PUBLIC LAN,Fy17 reso playground upgrade,F&E,PNS,DSF: 0000845604,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000844535,False
DOE - SKILLED TRADES,Cafeteria serving line,Construction,In-Progress,DSF: 0000821607,False
SCA CIP,Ip digital video surveillance system,Scope,Complete,DSF: 0000867049,False
SCA CIP,Ip digital video surveillance system,Design,In-Progress,DSF: 0000867049,False
SCA CIP,Ip digital video surveillance system,Construction,PNS,DSF: 0000867049,False
SCA CIP,Ip digital video surveillance system,"CM, F&E",PNS,DSF: 0000867049,False
SCA CAPACITY,Addition/windows,Scope,Complete,"DSF: 0000745712, 0000752430",False
SCA CAPACITY,Addition/windows,Design,Complete,"DSF: 0000745712, 0000752430",False
SCA CAPACITY,Addition/windows,Construction,In-Progress,"DSF: 0000745712, 0000752430",False
SCA CAPACITY,Addition/windows,"CM,Art,F&E",In-Progress,"DSF: 0000745712, 0000752430",False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000845477,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,In-Progress,DSF: 0000844445,True
SCA CAPACITY,New school,Scope,Complete,DSF: 0000843659,False
SCA CAPACITY,New school,Design,In-Progress,DSF: 0000843659,False
SCA CAPACITY,New school,Construction,PNS,DSF: 0000843659,False
SCA CAPACITY,New school,"CM,Art,F&E",PNS,DSF: 0000843659,False
SCA CAPACITY,New school/demolition,Scope,Complete,DSF: 0000843984,False
SCA CAPACITY,New school/demolition,Design,Complete,DSF: 0000843984,False
SCA CAPACITY,New school/demolition,Construction,PNS,DSF: 0000843984,False
SCA CAPACITY,New school/demolition,"CM,Art,F&E",PNS,DSF: 0000843984,False
SCA IEH,"Ieh po18-rooms 136, 137, and gym closet off the st",Construction,Complete,DSF: 0000048412,False
PRE-K,Lease,Scope,Complete,DSF: 0000821858,False
PRE-K,Lease,Design,Complete,DSF: 0000821858,False
PRE-K,Lease,Construction,Complete,DSF: 0000821858,False
SCA CIP,Accessibility,"CM, F&E",PNS,DSF: 0000800329,False
SCA CAPACITY,New school,Scope,Complete,DSF: 0000798210,False
SCA CAPACITY,New school,Design,Complete,DSF: 0000798210,False
SCA CAPACITY,New school,Construction,In-Progress,DSF: 0000798210,False
SCA CAPACITY,New school,"CM,Art,F&E",In-Progress,DSF: 0000798210,False
SCA CIP,Tcu removal & playground redevelopment,Scope,Complete,DSF: 0000821933,True
SCA CIP,Planyc boiler conversion/planyc climate ctrl/flood,Construction,In-Progress,"DSF: 0000761082, 0000806993, 0000829257",False
SCA CIP,Planyc boiler conversion/planyc climate ctrl/flood,"CM, F&E",In-Progress,"DSF: 0000761082, 0000806993, 0000829257",False
SCA CIP,Ip surveillance cameras,Scope,Complete,DSF: 0000843849,False
SCA CIP,Ip surveillance cameras,Design,Complete,DSF: 0000843849,False
SCA CIP,Ip surveillance cameras,Construction,In-Progress,DSF: 0000843849,False
SCA CIP,Ip surveillance cameras,"CM, F&E",In-Progress,DSF: 0000843849,False
SCA IEH,"Ieh po18-rooms 114a,144,171,211,library,151",Construction,Complete,DSF: 0000044731,True
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000845256,False
DOE- RESOA,Fy16 reso a science lab upgrades,Construction,Complete,DSF: 0000822295,False
SCA CIP,Ip surveillance cameras,Scope,Complete,DSF: 0000843850,False
SCA CIP,Ip surveillance cameras,Design,Complete,DSF: 0000843850,False
SCA CIP,Ip surveillance cameras,Construction,In-Progress,DSF: 0000843850,False
SCA CIP,Ip surveillance cameras,"CM, F&E",In-Progress,DSF: 0000843850,False
SCA CIP,Windows,Scope,Complete,DSF: 0000829300,False
SCA CIP,Windows,Design,Complete,DSF: 0000829300,False
SCA CIP,Windows,Construction,In-Progress,DSF: 0000829300,False
SCA CIP,Windows,"CM, F&E",In-Progress,DSF: 0000829300,False
SCA CIP RESOA,Fy18 reso a mobile science lab,Scope,PNS,DSF: 0000866721,True
SCA CIP RESOA,Fy18 reso a mobile science lab,Design,PNS,DSF: 0000866721,False
SCA CIP RESOA,Fy18 reso a mobile science lab,Construction,PNS,DSF: 0000866721,False
SCA CIP RESOA,Fy18 reso a mobile science lab,"CM, F&E",PNS,DSF: 0000866721,False
SCA IEH,"Ieh po18-rms 344,346,348,349",Construction,Complete,DSF: 0000046805,False
SCA IEH,Ieh po18-rm 145,Construction,Complete,DSF: 0000048246,False
FAST TRACK PROJECTS,Ctf charter match promethean boards,Construction,Complete,DSF: 0000845637,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000844368,False
SCA CIP,Athletic field - track,Scope,Complete,DSF: 0000807062,False
SCA CIP,Athletic field - track,Design,Complete,DSF: 0000807062,False
SCA CIP,Athletic field - track,Construction,In-Progress,DSF: 0000807062,False
SCA CIP,Athletic field - track,"CM, F&E",In-Progress,DSF: 0000807062,False
SCA CIP,Boiler replacement,Scope,Complete,DSF: 0000761724,False
SCA CIP,Boiler replacement,Design,Complete,DSF: 0000761724,False
SCA CIP,Boiler replacement,Construction,PNS,DSF: 0000761724,False
SCA CIP,Boiler replacement,"CM, F&E",PNS,DSF: 0000761724,False
SCA CIP,Eny auditorium upgrade,Scope,Complete,DSF: 0000823812,False
SCA CIP,Eny auditorium upgrade,Design,Complete,DSF: 0000823812,False
SCA CIP,Eny auditorium upgrade,Construction,PNS,DSF: 0000823812,False
SCA CIP,Eny auditorium upgrade,"CM, F&E",PNS,DSF: 0000823812,False
SCA CIP RESOA,Fy18 reso a ip security cameras,Scope,PNS,DSF: 0000866412,True
SCA CIP RESOA,Fy18 reso a ip security cameras,Design,PNS,DSF: 0000866412,False
SCA CIP RESOA,Fy18 reso a ip security cameras,Construction,PNS,DSF: 0000866412,False
SCA CIP RESOA,Fy18 reso a ip security cameras,"CM, F&E",PNS,DSF: 0000866412,False
DOE - SKILLED TRADES,Domestic water booster pump package replacment,Construction,In-Progress,DSF: 0000866152,True
SCA CIP,Public address system/program clock system replace,Scope,Complete,DSF: 0000845902,False
SCA CIP,Public address system/program clock system replace,Design,Complete,DSF: 0000845902,False
SCA CIP,Public address system/program clock system replace,Construction,PNS,DSF: 0000845902,False
SCA CIP,Public address system/program clock system replace,"CM, F&E",PNS,DSF: 0000845902,False
SCA IEH,Ieh po18-1st fl hallway by cafeteria,Construction,In-Progress,DSF: 0000048570,False
SCA IEH,Ieh po18-1st fl cafeteria,Construction,Complete,DSF: 0000049667,False
DOE - SKILLED TRADES,"Vacuum pump system replacement, chemical feeder",Construction,In-Progress,DSF: 0000823910,False
SCA CIP RESOA,Fy18 reso a mobile science lab,Scope,PNS,DSF: 0000867426,True
SCA CIP RESOA,Fy18 reso a mobile science lab,Design,PNS,DSF: 0000867426,False
SCA CIP RESOA,Fy18 reso a mobile science lab,Construction,PNS,DSF: 0000867426,False
SCA CIP RESOA,Fy18 reso a mobile science lab,"CM, F&E",PNS,DSF: 0000867426,False
SCA IEH,"Ieh po18-rms 101,103,105",Construction,In-Progress,DSF: 0000048205,False
DOE - SKILLED TRADES,Vacuum pump sets/chemical feeder,Construction,Complete,DSF: 0000824703,False
SCA CIP,Eny playground upgrade,Scope,In-Progress,DSF: 0000865835,True
SCA CIP,Eny playground upgrade,Design,PNS,DSF: 0000865835,False
SCA CIP,Eny playground upgrade,Construction,PNS,DSF: 0000865835,False
SCA CIP,Eny playground upgrade,"CM, F&E",PNS,DSF: 0000865835,False
SCA IEH,"Ieh po18-rms 102,103.106,108,212,202,204",Construction,In-Progress,DSF: 0000048171,False
DOE - LEAD PAINT,Lead paint abatement,Construction,Complete,DSF:,False
DOE - SKILLED TRADES,Water heater replacement,Construction,In-Progress,DSF: 0000844744,False
DOE - LEAD PAINT,Lead paint abatement,Construction,Complete,DSF:,False
SCA CIP,Eny auditorium upgrade,Scope,Complete,DSF: 0000865785,False
SCA CIP,Eny auditorium upgrade,Design,Complete,DSF: 0000865785,False
SCA CIP,Eny auditorium upgrade,Construction,In-Progress,DSF: 0000865785,True
SCA CIP,Eny auditorium upgrade,"CM, F&E",In-Progress,DSF: 0000865785,True
SCA CIP,Eny playground upgrade,Scope,Complete,DSF: 0000865787,True
SCA CIP,Eny playground upgrade,Design,Complete,DSF: 0000865787,False
SCA CIP,Eny playground upgrade,Construction,In-Progress,DSF: 0000865787,False
SCA CIP,Eny playground upgrade,"CM, F&E",In-Progress,DSF: 0000865787,False
SCA IEH,"Ieh po18-rms 209,303",Construction,Complete,DSF: 0000048087,False
DOE - LEAD PAINT,Lead paint abatement,Construction,Complete,DSF:,False
DIIT - RESOA,Fy16 reso a technology,Purch & Install,Complete,DSF: 0000822719,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000844998,False
SCA IEH,Ieh po18-rm 132,Construction,Complete,DSF: 0000048674,False
SCA CIP,Windows/flood elmntn/roofs/fire alarm/hvac vtltn,Scope,Complete,"DSF: 0000780281, 0000803605, 0000826018, 0000826023, 0000826031",False
SCA CIP,Windows/flood elmntn/roofs/fire alarm/hvac vtltn,Design,Complete,"DSF: 0000780281, 0000803605, 0000826018, 0000826023, 0000826031",False
SCA CIP,Windows/flood elmntn/roofs/fire alarm/hvac vtltn,Construction,In-Progress,"DSF: 0000780281, 0000803605, 0000826018, 0000826023, 0000826031",False
SCA CIP,Windows/flood elmntn/roofs/fire alarm/hvac vtltn,"CM, F&E",In-Progress,"DSF: 0000780281, 0000803605, 0000826018, 0000826023, 0000826031",False
SCA CIP RESOA,Fy18 reso a mobile science lab,Scope,PNS,DSF: 0000867433,True
SCA CIP RESOA,Fy18 reso a mobile science lab,Design,PNS,DSF: 0000867433,False
SCA CIP RESOA,Fy18 reso a mobile science lab,Construction,PNS,DSF: 0000867433,False
SCA CIP RESOA,Fy18 reso a mobile science lab,"CM, F&E",PNS,DSF: 0000867433,False
SCA CIP RESOA,Fy16 reso a gymnasium,Scope,PNS,DSF: 0000844142,False
SCA CIP RESOA,Fy16 reso a gymnasium,Design,PNS,DSF: 0000844142,False
SCA CIP,Flood elimination,Construction,PNS,DSF: 0000877872,False
SCA CIP RESOA,Fy16 reso a gymnasium,Construction,PNS,DSF: 0000844142,False
SCA CIP RESOA,Fy16 reso a gymnasium,"CM, F&E",PNS,DSF: 0000844142,False
DIIT - PROJECT CONNE,Classroom connectivity,Purch & Install,In-Progress,DSF: 0000776781,True
SCA CIP RESOA,Fy17 reso a auditorium  upgrade,Scope,PNS,DSF: 0000844759,True
SCA CIP RESOA,Fy17 reso a auditorium  upgrade,Design,PNS,DSF: 0000844759,False
SCA CIP RESOA,Fy17 reso a auditorium  upgrade,Construction,PNS,DSF: 0000844759,False
SCA CIP RESOA,Fy17 reso a auditorium  upgrade,"CM, F&E",PNS,DSF: 0000844759,False
SCA CIP RESOA,Fy18 reso a mobile science lab,Scope,PNS,DSF: 0000866719,True
SCA CIP RESOA,Fy18 reso a mobile science lab,Design,PNS,DSF: 0000866719,False
SCA CIP RESOA,Fy18 reso a mobile science lab,Construction,PNS,DSF: 0000866719,False
SCA CIP RESOA,Fy18 reso a mobile science lab,"CM, F&E",PNS,DSF: 0000866719,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000845003,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000845004,False
DOE - LEAD PAINT,Lead paint abatement,Construction,In-Progress,DSF:,False
SCA IEH,Ieh po18-students cafeteria,Construction,Complete,DSF: 0000045610,False
DOE - SKILLED TRADES,Ctf promethean boards,Construction,In-Progress,DSF: 0000843901,False
SCA IEH,Ieh po18-2nd floor gym,Construction,In-Progress,DSF: 0000047385,False
SCA IEH,"Ieh po18-rms 303,304,306",Construction,In-Progress,DSF: 0000048576,False
DIIT - PBX TELEPHONE,New/retrofit telephone/intercom sys,Purch & Install,Complete,DSF: 0000867141,False
DOE - SKILLED TRADES,Water cooled ac unit replacement,Construction,In-Progress,DSF: 0000843864,False
SCA CIP,Tcu removal and playground redevelopment,Scope,Complete,DSF: 0000822269,False
SCA CIP,Tcu removal and playground redevelopment,Design,Complete,DSF: 0000822269,False
SCA CIP,Tcu removal and playground redevelopment,Construction,In-Progress,DSF: 0000822269,False
SCA CIP,Tcu removal and playground redevelopment,"CM, F&E",In-Progress,DSF: 0000822269,False
SCA CIP,Eny gymnasium upgrade,Scope,Complete,DSF: 0000865836,True
SCA CIP,Eny gymnasium upgrade,Design,Complete,DSF: 0000865836,False
SCA CIP,Eny gymnasium upgrade,Construction,Complete,DSF: 0000865836,False
SCA CIP,Eny gymnasium upgrade,"CM, F&E",Complete,DSF: 0000865836,False
SCA CIP,Water penetration/ext masonry,Scope,Complete,"DSF: 0000826850, 0000826853",False
SCA CIP,Water penetration/ext masonry,Design,Complete,"DSF: 0000826850, 0000826853",False
SCA CIP,Water penetration/ext masonry,Construction,In-Progress,"DSF: 0000826850, 0000826853",False
SCA CIP,Water penetration/ext masonry,"CM, F&E",In-Progress,"DSF: 0000826850, 0000826853",False
SCA IEH,Ieh po18-4th fl hallway next to rm 440,Construction,Complete,DSF: 0000047988,False
SCA IEH,"Ieh po18-rms 244,245",Construction,In-Progress,DSF: 0000048575,False
SCA IEH,Ieh po18-2nd fl hallway,Construction,Complete,DSF: 0000048965,False
SCA IEH,Ieh po18-kitchen & kitchen help rm,Construction,In-Progress,DSF: 0000049727,False
SCA FURNITURE & EQUI,Fy17 reso a mobile science lab,F&E,Complete,DSF: 0000844273,False
SCA CIP,Tcu removal & playground redevelopment,Design,Complete,DSF: 0000821933,False
SCA CIP,Tcu removal & playground redevelopment,Construction,In-Progress,DSF: 0000821933,False
SCA CIP,Tcu removal & playground redevelopment,"CM, F&E",In-Progress,DSF: 0000821933,False
SCA IEH,Ieh po18-rm 121 & 121a,Construction,Complete,DSF: 0000046365,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000845483,False
DOE- RESOA,Fy13 reso a gymnasium upgrade,Construction,PNS,DSF: 0000754655,False
DOE - SKILLED TRADES,Bathroom upgrade,Construction,In-Progress,DSF: 0000866048,False
SCA CIP,Rpz valves,Scope,Complete,DSF: 0000845578,False
SCA CIP,Rpz valves,Design,Complete,DSF: 0000845578,False
SCA CIP,Rpz valves,Construction,In-Progress,DSF: 0000845578,True
SCA CIP,Rpz valves,"CM, F&E",In-Progress,DSF: 0000845578,True
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000845474,False
SCA CIP,Cracked parapets/flood/ext masonry/roofs,Scope,Complete,"DSF: 0000791664, 0000814902, 0000814904, 0000814906",False
SCA CIP,Cracked parapets/flood/ext masonry/roofs,Design,Complete,"DSF: 0000791664, 0000814902, 0000814904, 0000814906",False
SCA CIP,Cracked parapets/flood/ext masonry/roofs,Construction,PNS,"DSF: 0000791664, 0000814902, 0000814904, 0000814906",False
SCA CIP,Cracked parapets/flood/ext masonry/roofs,"CM, F&E",PNS,"DSF: 0000791664, 0000814902, 0000814904, 0000814906",False
SCA CIP,Culinary arts room,Scope,Complete,DSF: 0000822192,False
SCA CIP,Culinary arts room,Design,Complete,DSF: 0000822192,False
SCA CIP,Culinary arts room,Construction,PNS,DSF: 0000822192,False
SCA CIP,Culinary arts room,"CM, F&E",PNS,DSF: 0000822192,False
SCA CIP,Fire alarm system/building mgmt system,Scope,Complete,"DSF: 0000745990, 0000768897",False
SCA CIP,Fire alarm system/building mgmt system,Design,Complete,"DSF: 0000745990, 0000768897",False
SCA CIP,Fire alarm system/building mgmt system,Construction,In-Progress,"DSF: 0000745990, 0000768897",False
SCA CIP,Fire alarm system/building mgmt system,"CM, F&E",In-Progress,"DSF: 0000745990, 0000768897",False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000845071,False
SCA CIP RESOA,Fy18 reso a room conversions/partitioning,Scope,PNS,DSF: 0000867202,True
SCA CIP RESOA,Fy18 reso a room conversions/partitioning,Design,PNS,DSF: 0000867202,False
SCA CIP RESOA,Fy18 reso a room conversions/partitioning,Construction,PNS,DSF: 0000867202,False
SCA CIP RESOA,Fy18 reso a room conversions/partitioning,"CM, F&E",PNS,DSF: 0000867202,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000845158,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000845468,False
DOE - SKILLED TRADES,Ada shelter compliance,Construction,In-Progress,DSF: 0000865870,False
SCA CAPACITY,New school,Scope,Complete,DSF: 0000798215,False
SCA CAPACITY,New school,Design,Complete,DSF: 0000798215,False
SCA CAPACITY,New school,Construction,PNS,DSF: 0000798215,False
SCA CAPACITY,New school,"CM,Art,F&E",PNS,DSF: 0000798215,False
SCA CIP RESOA,Fy17 reso a playground redevelopment,Scope,Complete,DSF: 0000844956,False
SCA CIP RESOA,Fy17 reso a playground redevelopment,Design,In-Progress,DSF: 0000844956,True
SCA CIP RESOA,Fy17 reso a playground redevelopment,Construction,PNS,DSF: 0000844956,False
SCA CIP RESOA,Fy17 reso a playground redevelopment,"CM, F&E",PNS,DSF: 0000844956,False
DOE - SKILLED TRADES,Replacement of cooling towers,Construction,In-Progress,DSF: 0000867181,True
SCA CIP RESOA,Fy17 reso a science lab upgrades,Scope,PNS,DSF: 0000844773,True
SCA CIP RESOA,Fy17 reso a science lab upgrades,Design,PNS,DSF: 0000844773,False
SCA CIP RESOA,Fy17 reso a science lab upgrades,Construction,PNS,DSF: 0000844773,False
SCA CIP RESOA,Fy17 reso a science lab upgrades,"CM, F&E",PNS,DSF: 0000844773,False
SCA CIP RESOA,Fy18 reso a room conversions/partitioning,Scope,PNS,DSF: 0000866379,True
SCA CIP RESOA,Fy18 reso a room conversions/partitioning,Design,PNS,DSF: 0000866379,False
SCA CIP RESOA,Fy18 reso a room conversions/partitioning,Construction,PNS,DSF: 0000866379,False
SCA CIP RESOA,Fy18 reso a room conversions/partitioning,"CM, F&E",PNS,DSF: 0000866379,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000844438,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000845465,False
DOE - SKILLED TRADES,Cooling tower replacement,Construction,In-Progress,DSF: 0000843905,True
SCA CIP,"C of o, phase 3",Scope,Complete,DSF: 0000754281,False
SCA CIP,"C of o, phase 3",Design,PNS,DSF: 0000754281,False
SCA CIP,"C of o, phase 3",Construction,PNS,DSF: 0000754281,False
SCA CIP,"C of o, phase 3","CM, F&E",PNS,DSF: 0000754281,False
SCA CIP,Sandy:flood/elec/heat/interior/ elev/clim/fa,Scope,Complete,"DSF: 0000769303, 0000769305, 0000769310, 0000769311, 0000769320, 0000799911, 0000799912, 0000822123, 0000822124, 0000822125",False
SCA CIP,Sandy:flood/elec/heat/interior/ elev/clim/fa,Design,Complete,"DSF: 0000769303, 0000769305, 0000769310, 0000769311, 0000769320, 0000799911, 0000799912, 0000822123, 0000822124, 0000822125",False
SCA CIP,Sandy:flood/elec/heat/interior/ elev/clim/fa,Construction,PNS,"DSF: 0000769303, 0000769305, 0000769310, 0000769311, 0000769320, 0000799911, 0000799912, 0000822123, 0000822124, 0000822125",False
SCA CIP,Sandy:flood/elec/heat/interior/ elev/clim/fa,"CM, F&E",PNS,"DSF: 0000769303, 0000769305, 0000769310, 0000769311, 0000769320, 0000799911, 0000799912, 0000822123, 0000822124, 0000822125",False
SCA IEH,Ieh po18-bay #2,Construction,Complete,DSF: 0000049285,False
FAST TRACK PROJECTS,Emergency protective measures - hurricane sandy,Construction,In-Progress,"DSF: 0000023455, 0000777713",False
PRE-K,Lease,Scope,Complete,DSF: 0000843935,False
PRE-K,Lease,Design,Complete,DSF: 0000843935,True
PRE-K,Lease,Construction,Complete,DSF: 0000843935,False
PRE-K,Lease,"CM, F&E",Complete,DSF: 0000843935,False
SCA CIP,Exterior masonry/parapets/roofs/windows,Scope,Complete,"DSF: 0000792256, 0000792257, 0000815507, 0000821810",False
SCA CIP,Exterior masonry/parapets/roofs/windows,Design,Complete,"DSF: 0000792256, 0000792257, 0000815507, 0000821810",False
SCA CIP,Exterior masonry/parapets/roofs/windows,Construction,In-Progress,"DSF: 0000792256, 0000792257, 0000815507, 0000821810",False
SCA CIP,Exterior masonry/parapets/roofs/windows,"CM, F&E",In-Progress,"DSF: 0000792256, 0000792257, 0000815507, 0000821810",False
SCA CIP,Hot water heater,Scope,Complete,DSF: 0000859513,True
SCA CIP,Hot water heater,Design,Complete,DSF: 0000859513,False
SCA CIP,Hot water heater,Construction,PNS,DSF: 0000859513,False
SCA CIP,Hot water heater,"CM, F&E",PNS,DSF: 0000859513,False
SCA CIP RESOA,Fy18 reso a electrical systems,Scope,PNS,DSF: 0000867294,True
SCA CIP RESOA,Fy18 reso a electrical systems,Design,PNS,DSF: 0000867294,False
SCA CIP RESOA,Fy18 reso a electrical systems,Construction,PNS,DSF: 0000867294,False
SCA CIP RESOA,Fy18 reso a electrical systems,"CM, F&E",PNS,DSF: 0000867294,False
SCA IEH,Ieh po18-cafeteria,Construction,In-Progress,DSF: 0000045436,False
SCA IEH,Ieh po18- rooms #1 & #2,Construction,Complete,DSF: 0000048388,False
DIIT - RESOA,Fy17 reso a technology,Purch & Install,Complete,DSF: 0000845017,False
DOE- RESOA,Fy16 reso a auditorium upgrade,Construction,In-Progress,DSF: 0000822320,False
SCA CIP RESOA,Fy17 reso a room conversions,Scope,Complete,DSF: 0000844220,False
SCA CIP RESOA,Fy17 reso a room conversions,Design,Complete,DSF: 0000844220,False
SCA CIP RESOA,Fy17 reso a room conversions,Construction,Complete,DSF: 0000844220,False
SCA CIP RESOA,Fy17 reso a room conversions,"CM, F&E",Complete,DSF: 0000844220,False
SCA CIP RESOA,Fy18 reso a supplemental cooling,Scope,PNS,DSF: 0000867207,True
SCA CIP RESOA,Fy18 reso a supplemental cooling,Design,PNS,DSF: 0000867207,False
SCA CIP RESOA,Fy18 reso a supplemental cooling,Construction,PNS,DSF: 0000867207,False
SCA CIP RESOA,Fy18 reso a supplemental cooling,"CM, F&E",PNS,DSF: 0000867207,False
SCA CIP RESOA,Fy16 reso a ip surveillance camera installation,Scope,Complete,DSF: 0000823554,False
SCA CIP RESOA,Fy16 reso a ip surveillance camera installation,Design,In-Progress,DSF: 0000823554,True
SCA CIP RESOA,Fy16 reso a ip surveillance camera installation,Construction,PNS,DSF: 0000823554,False
SCA CIP RESOA,Fy16 reso a ip surveillance camera installation,"CM, F&E",PNS,DSF: 0000823554,False
SCA IEH,Ieh po18-2nd fl corridor,Construction,Complete,DSF: 0000047189,False
SCA IEH,Ieh po18-various,Construction,In-Progress,DSF: 0000049629,False
DOE- RESOA,Fy14 reso a fencing,Construction,In-Progress,DSF: 0000798695,False
SCA CIP RESOA,Fy17 reso a electrical systems,Scope,Complete,DSF: 0000844228,False
SCA CIP RESOA,Fy17 reso a electrical systems,Design,Complete,DSF: 0000844228,False
SCA CIP RESOA,Fy17 reso a electrical systems,Construction,Complete,DSF: 0000844228,False
SCA CIP RESOA,Fy17 reso a electrical systems,"CM, F&E",Complete,DSF: 0000844228,False
SCA CIP RESOA,Fy18 reso a playgrounds,Scope,PNS,DSF: 0000866369,False
SCA CIP RESOA,Fy18 reso a playgrounds,Design,PNS,DSF: 0000866369,False
SCA CIP RESOA,Fy18 reso a playgrounds,Construction,PNS,DSF: 0000866369,False
SCA CIP RESOA,Fy18 reso a playgrounds,"CM, F&E",PNS,DSF: 0000866369,False
SCA CIP RESOA,Fy16 reso a supplemental cooling,Scope,Complete,DSF: 0000823110,False
SCA CIP RESOA,Fy16 reso a supplemental cooling,Design,Complete,DSF: 0000823110,False
SCA CIP RESOA,Fy16 reso a supplemental cooling,Construction,PNS,DSF: 0000823110,False
SCA CIP RESOA,Fy16 reso a supplemental cooling,"CM, F&E",PNS,DSF: 0000823110,False
SCA CIP,Fire alarm system replacement,Scope,Complete,DSF: 0000837585,False
SCA CIP,Fire alarm system replacement,Design,Complete,DSF: 0000837585,False
