project_building_identifier,project_school_name,project_type,project_description,project_phase_name,project_phase_actual_start_date,project_phase_planned_end_date,project_phase_actual_end_date,project_budget_amount,final_estimate_of_actual_costs_through_end_of_phase_amount,total_phase_actual_spending_amount,dsf_number_s,failure,project_type_SCA,project_type_CIP,project_type_DIIT,project_type_DOE,project_type_DOES,project_type_DOER,project_type_RESOA,project_type_IEH,project_type_PRE-K,project_type_DCAS,project_type_FAST_TRACK_PROJECTS,borough,over_budget_percentage,over_budget_amount,start_and_planned_end_diff
K346,P.S. 346 - BROOKLYN,SCA CIP,PARTIAL ACCESSIBILITY RAMPS,Construction,,,PNS,159264.0,159264.0,46.0,DSF: 0000866313,False,1,1,0,0,0,0,0,0,0,0,0,brooklyn,100.0,159218.0,
K346,P.S. 346 - BROOKLYN,SCA CIP,PARTIAL ACCESSIBILITY RAMPS,"CM, F&E",,,PNS,36911.0,36911.0,4476.0,DSF: 0000866313,False,1,1,0,0,0,0,0,0,0,0,0,brooklyn,88.0,32435.0,
K346,I.S. 452,SCA CIP RESOA,FY17 RESO A DANCE ROOM UPGRADE,Design,,,PNS,16500.0,26954.0,1394.0,DSF: 0000844760,False,1,1,0,0,0,0,1,0,0,0,0,brooklyn,92.0,15106.0,
K346,I.S. 452,SCA CIP RESOA,FY17 RESO A DANCE ROOM UPGRADE,Construction,,,PNS,242000.0,400431.0,0.0,DSF: 0000844760,False,1,1,0,0,0,0,1,0,0,0,0,brooklyn,100.0,242000.0,
K346,I.S. 452,SCA CIP RESOA,FY17 RESO A DANCE ROOM UPGRADE,"CM, F&E",,,PNS,16500.0,27302.0,0.0,DSF: 0000844760,False,1,1,0,0,0,0,1,0,0,0,0,brooklyn,100.0,16500.0,
K364,I.S. 364 - BROOKLYN,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Scope,,,PNS,0.0,0.0,0.0,DSF: 0000867242,True,1,1,0,0,0,0,1,0,0,0,0,brooklyn,,0.0,
K364,I.S. 364 - BROOKLYN,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Design,,,PNS,3000.0,3000.0,0.0,DSF: 0000867242,False,1,1,0,0,0,0,1,0,0,0,0,brooklyn,100.0,3000.0,
K364,I.S. 364 - BROOKLYN,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Construction,,,PNS,44000.0,44000.0,0.0,DSF: 0000867242,False,1,1,0,0,0,0,1,0,0,0,0,brooklyn,100.0,44000.0,
K364,I.S. 364 - BROOKLYN,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,"CM, F&E",,,PNS,3000.0,3000.0,0.0,DSF: 0000867242,False,1,1,0,0,0,0,1,0,0,0,0,brooklyn,100.0,3000.0,
K364,I.S. 364 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Scope,,,PNS,0.0,0.0,0.0,DSF: 0000868045,True,1,1,0,0,0,0,1,0,0,0,0,brooklyn,,0.0,
K364,I.S. 364 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Design,,,PNS,4800.0,4800.0,0.0,DSF: 0000868045,False,1,1,0,0,0,0,1,0,0,0,0,brooklyn,100.0,4800.0,
K364,I.S. 364 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Construction,,,PNS,70400.0,70400.0,0.0,DSF: 0000868045,False,1,1,0,0,0,0,1,0,0,0,0,brooklyn,100.0,70400.0,
K364,I.S. 364 - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,"CM, F&E",,,PNS,4800.0,4800.0,0.0,DSF: 0000868045,False,1,1,0,0,0,0,1,0,0,0,0,brooklyn,100.0,4800.0,
K420,MULTICULTURAL HS - BROOKLYN,SCA CIP,IP SURVEILLANCE CAMERAS,Construction,,,PNS,390983.0,390983.0,16500.0,DSF: 0000843861,False,1,1,0,0,0,0,0,0,0,0,0,brooklyn,96.0,374483.0,
K420,MULTICULTURAL HS - BROOKLYN,SCA CIP,IP SURVEILLANCE CAMERAS,"CM, F&E",,,PNS,159904.0,159904.0,11962.0,DSF: 0000843861,False,1,1,0,0,0,0,0,0,0,0,0,brooklyn,93.0,147942.0,
K420,BROOKLYN LAB SCHOOL - BROOKLYN,SCA CIP,ENY CULINARY ARTS ROOM UPGRADE,Design,,,PNS,21560.0,21560.0,2745.0,DSF: 0000865803,False,1,1,0,0,0,0,0,0,0,0,0,brooklyn,87.0,18815.0,
K420,BROOKLYN LAB SCHOOL - BROOKLYN,SCA CIP,ENY CULINARY ARTS ROOM UPGRADE,Construction,,,PNS,228340.0,228340.0,0.0,DSF: 0000865803,False,1,1,0,0,0,0,0,0,0,0,0,brooklyn,100.0,228340.0,
K420,BROOKLYN LAB SCHOOL - BROOKLYN,SCA CIP,ENY CULINARY ARTS ROOM UPGRADE,"CM, F&E",,,PNS,52920.0,52920.0,0.0,DSF: 0000865803,False,1,1,0,0,0,0,0,0,0,0,0,brooklyn,100.0,52920.0,
K420,ACADEMY OF INNOV TECH - BROOKL,SCA CIP,ENY AUDITORIUM UPGRADE,Construction,,,PNS,1442894.0,1442894.0,14925.0,DSF: 0000865804,False,1,1,0,0,0,0,0,0,0,0,0,brooklyn,99.0,1427969.0,
K420,ACADEMY OF INNOV TECH - BROOKL,SCA CIP,ENY AUDITORIUM UPGRADE,"CM, F&E",,,PNS,89780.0,89780.0,21832.0,DSF: 0000865804,False,1,1,0,0,0,0,0,0,0,0,0,brooklyn,76.0,67948.0,
K420,MULTICULTURAL HS - BROOKLYN,SCA CIP,COPING AND LEDGES,Design,,,PNS,900000.0,900000.0,23103.0,DSF: 0000048586,False,1,1,0,0,0,0,0,0,0,0,0,brooklyn,97.0,876897.0,
K420,MULTICULTURAL HS - BROOKLYN,SCA CIP,COPING AND LEDGES,Construction,,,PNS,16875000.0,16875000.0,0.0,DSF: 0000048586,False,1,1,0,0,0,0,0,0,0,0,0,brooklyn,100.0,16875000.0,
K420,MULTICULTURAL HS - BROOKLYN,SCA CIP,COPING AND LEDGES,"CM, F&E",,,PNS,1050000.0,1050000.0,1127.0,DSF: 0000048586,False,1,1,0,0,0,0,0,0,0,0,0,brooklyn,100.0,1048873.0,
K420,MULTICULTURAL HS - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Scope,,,PNS,0.0,0.0,0.0,DSF: 0000866685,True,1,1,0,0,0,0,1,0,0,0,0,brooklyn,,0.0,
K420,MULTICULTURAL HS - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Design,,,PNS,26700.0,26700.0,0.0,DSF: 0000866685,False,1,1,0,0,0,0,1,0,0,0,0,brooklyn,100.0,26700.0,
K420,MULTICULTURAL HS - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,Construction,,,PNS,391600.0,391600.0,0.0,DSF: 0000866685,False,1,1,0,0,0,0,1,0,0,0,0,brooklyn,100.0,391600.0,
K420,MULTICULTURAL HS - BROOKLYN,SCA CIP RESOA,FY18 RESO A MOBILE SCIENCE LAB,"CM, F&E",,,PNS,26700.0,26700.0,0.0,DSF: 0000866685,False,1,1,0,0,0,0,1,0,0,0,0,brooklyn,100.0,26700.0,
K420,ACADEMY OF INNOV TECH - BROOKL,SCA CIP RESOA,FY18 RESO A GYMNASIUM UPGRADE,Scope,,,PNS,0.0,0.0,0.0,DSF: 0000867300,True,1,1,0,0,0,0,1,0,0,0,0,brooklyn,,0.0,
K420,ACADEMY OF INNOV TECH - BROOKL,SCA CIP RESOA,FY18 RESO A GYMNASIUM UPGRADE,Design,,,PNS,30000.0,30000.0,0.0,DSF: 0000867300,False,1,1,0,0,0,0,1,0,0,0,0,brooklyn,100.0,30000.0,
K420,ACADEMY OF INNOV TECH - BROOKL,SCA CIP RESOA,FY18 RESO A GYMNASIUM UPGRADE,Construction,,,PNS,440000.0,440000.0,0.0,DSF: 0000867300,False,1,1,0,0,0,0,1,0,0,0,0,brooklyn,100.0,440000.0,
K420,ACADEMY OF INNOV TECH - BROOKL,SCA CIP RESOA,FY18 RESO A GYMNASIUM UPGRADE,"CM, F&E",,,PNS,30000.0,30000.0,0.0,DSF: 0000867300,False,1,1,0,0,0,0,1,0,0,0,0,brooklyn,100.0,30000.0,
K422,K053 SPED - BROOKLYN,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,Scope,,,PNS,0.0,0.0,0.0,DSF: 0000866374,True,1,1,0,0,0,0,1,0,0,0,0,brooklyn,,0.0,
K422,K053 SPED - BROOKLYN,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,Design,,,PNS,12000.0,12000.0,0.0,DSF: 0000866374,False,1,1,0,0,0,0,1,0,0,0,0,brooklyn,100.0,12000.0,
K422,K053 SPED - BROOKLYN,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,Construction,,,PNS,176000.0,176000.0,0.0,DSF: 0000866374,False,1,1,0,0,0,0,1,0,0,0,0,brooklyn,100.0,176000.0,
K422,K053 SPED - BROOKLYN,SCA CIP RESOA,FY18 RESO A ROOM CONVERSIONS/PARTITIONING,"CM, F&E",,,PNS,12000.0,12000.0,0.0,DSF: 0000866374,False,1,1,0,0,0,0,1,0,0,0,0,brooklyn,100.0,12000.0,
K435,PERFORMING ARTS AND TECH. HS,SCA CIP,WATER INFILTRATION,Construction,,,PNS,5516525.0,5516525.0,11224.0,DSF: 0000783396,False,1,1,0,0,0,0,0,0,0,0,0,brooklyn,100.0,5505301.0,
K435,PERFORMING ARTS AND TECH. HS,SCA CIP,WATER INFILTRATION,"CM, F&E",,,PNS,343250.0,343250.0,32147.0,DSF: 0000783396,False,1,1,0,0,0,0,0,0,0,0,0,brooklyn,91.0,311103.0,
K435,PERFORMING ARTS AND TECH. HS,SCA CIP RESOA,FY16 RESO A AUDITORIUM UPGRADE,Design,,,PNS,30000.0,92475.0,0.0,DSF: 0000822894,False,1,1,0,0,0,0,1,0,0,0,0,brooklyn,100.0,30000.0,
K435,PERFORMING ARTS AND TECH. HS,SCA CIP RESOA,FY16 RESO A AUDITORIUM UPGRADE,Construction,,,PNS,440000.0,1356300.0,0.0,DSF: 0000822894,False,1,1,0,0,0,0,1,0,0,0,0,brooklyn,100.0,440000.0,
K435,PERFORMING ARTS AND TECH. HS,SCA CIP RESOA,FY16 RESO A AUDITORIUM UPGRADE,"CM, F&E",,,PNS,30000.0,92475.0,0.0,DSF: 0000822894,False,1,1,0,0,0,0,1,0,0,0,0,brooklyn,100.0,30000.0,
K435,HIGH SCHOOL FOR CIVIL RIGHTS,SCA CIP RESOA,FY17 RESO A GYMNASIUM UPGRADE,Scope,,,PNS,,0.0,0.0,DSF: 0000844758,True,1,1,0,0,0,0,1,0,0,0,0,brooklyn,,,
K435,HIGH SCHOOL FOR CIVIL RIGHTS,SCA CIP RESOA,FY17 RESO A GYMNASIUM UPGRADE,Design,,,PNS,,0.0,0.0,DSF: 0000844758,True,1,1,0,0,0,0,1,0,0,0,0,brooklyn,,,
K435,HIGH SCHOOL FOR CIVIL RIGHTS,SCA CIP RESOA,FY17 RESO A GYMNASIUM UPGRADE,Construction,,,PNS,,0.0,0.0,DSF: 0000844758,True,1,1,0,0,0,0,1,0,0,0,0,brooklyn,,,
K435,HIGH SCHOOL FOR CIVIL RIGHTS,SCA CIP RESOA,FY17 RESO A GYMNASIUM UPGRADE,"CM, F&E",,,PNS,,0.0,0.0,DSF: 0000844758,True,1,1,0,0,0,0,1,0,0,0,0,brooklyn,,,
K599,EAST NY FAMILY ACADEMY - K,SCA Capacity,NEW SCHOOL,Construction,,,PNS,90117936.0,90117936.0,89423.0,DSF: 0000844038,False,1,0,0,0,0,0,0,0,0,0,0,brooklyn,100.0,90028513.0,
K599,EAST NY FAMILY ACADEMY - K,SCA Capacity,NEW SCHOOL,"CM,Art,F&E",,,PNS,12690405.0,12690405.0,72204.0,DSF: 0000844038,False,1,0,0,0,0,0,0,0,0,0,0,brooklyn,99.0,12618201.0,
Q269,ELM TREE ELEMENTARY SCHOOL,SCA CIP RESOA,FY16 RESO A LOW-VOLTAGE ELECTRICAL SYSTEM,Scope,,,PNS,0.0,0.0,0.0,DSF: 0000822917,True,1,1,0,0,0,0,1,0,0,0,0,queens,,0.0,
Q269,ELM TREE ELEMENTARY SCHOOL,SCA CIP RESOA,FY16 RESO A LOW-VOLTAGE ELECTRICAL SYSTEM,Design,,,PNS,13500.0,13500.0,0.0,DSF: 0000822917,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,13500.0,
Q269,ELM TREE ELEMENTARY SCHOOL,SCA CIP RESOA,FY16 RESO A LOW-VOLTAGE ELECTRICAL SYSTEM,Construction,,,PNS,198000.0,198000.0,0.0,DSF: 0000822917,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,198000.0,
Q269,ELM TREE ELEMENTARY SCHOOL,SCA CIP RESOA,FY16 RESO A LOW-VOLTAGE ELECTRICAL SYSTEM,"CM, F&E",,,PNS,13500.0,13500.0,0.0,DSF: 0000822917,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,13500.0,
Q342,P.S. 81 - QUEENS,SCA CIP,STANDALONE GYM ANNEX,Construction,,,PNS,6195715.0,6195715.0,3021.0,DSF: 0000866743,False,1,1,0,0,0,0,0,0,0,0,0,queens,100.0,6192694.0,
Q342,P.S. 81 - QUEENS,SCA CIP,STANDALONE GYM ANNEX,"CM, F&E",,,PNS,389592.0,389592.0,62332.0,DSF: 0000866743,False,1,1,0,0,0,0,0,0,0,0,0,queens,84.0,327260.0,
Q368,PRE-K CENTER @ 54-25 101ST STR,PRE-K,LEASE,Construction,,,PNS,3846857.0,3846857.0,36851.0,DSF: 0000844691,False,0,0,0,0,0,0,0,0,1,0,0,queens,99.0,3810006.0,
Q368,PRE-K CENTER @ 54-25 101ST STR,PRE-K,LEASE,"CM, F&E",,,PNS,541714.0,541714.0,15092.0,DSF: 0000844691,False,0,0,0,0,0,0,0,0,1,0,0,queens,97.0,526622.0,
Q373,PRE-K CENTER@104-04 CORONA AVE,PRE-K,NEW SCHOOL,Construction,,,PNS,4002857.0,4002857.0,8596.0,DSF: 0000866312,False,0,0,0,0,0,0,0,0,1,0,0,queens,100.0,3994261.0,
Q373,PRE-K CENTER@104-04 CORONA AVE,PRE-K,NEW SCHOOL,"CM, F&E",,,PNS,563682.0,563682.0,8458.0,DSF: 0000866312,False,0,0,0,0,0,0,0,0,1,0,0,queens,98.0,555224.0,
Q419,I.S. 419 - QUEENS,SCA Capacity,NEW SCHOOL,Construction,,,PNS,81806672.0,81806672.0,141080.0,DSF: 0000798196,False,1,0,0,0,0,0,0,0,0,0,0,queens,100.0,81665592.0,
Q419,I.S. 419 - QUEENS,SCA Capacity,NEW SCHOOL,"CM,Art,F&E",,,PNS,11520013.0,11520013.0,140841.0,DSF: 0000798196,False,1,0,0,0,0,0,0,0,0,0,0,queens,99.0,11379172.0,
Q422,PRE-K CENTER @ 108-18 ROOSEVEL,PRE-K,LEASE,Construction,,,PNS,2445696.0,2445696.0,46925.0,DSF: 0000845581,False,0,0,0,0,0,0,0,0,1,0,0,queens,98.0,2398771.0,
Q422,PRE-K CENTER @ 108-18 ROOSEVEL,PRE-K,LEASE,"CM, F&E",,,PNS,344403.0,344403.0,32266.0,DSF: 0000845581,False,0,0,0,0,0,0,0,0,1,0,0,queens,91.0,312137.0,
Q455,NEWTOWN HS - QUEENS,SCA CIP,WATER PENETRATION,Construction,,,PNS,1217972.0,1217972.0,2909.0,DSF: 0000858912,False,1,1,0,0,0,0,0,0,0,0,0,queens,100.0,1215063.0,
Q455,NEWTOWN HS - QUEENS,SCA CIP,WATER PENETRATION,"CM, F&E",,,PNS,75785.0,75785.0,9141.0,DSF: 0000858912,False,1,1,0,0,0,0,0,0,0,0,0,queens,88.0,66644.0,
Q455,NEWTOWN HS - QUEENS,SCA CIP RESOA,FY18 RESO A LOW-VOLTAGE ELECTRICAL SYSTEMS,Scope,,,PNS,0.0,0.0,0.0,DSF: 0000866323,True,1,1,0,0,0,0,1,0,0,0,0,queens,,0.0,
Q455,NEWTOWN HS - QUEENS,SCA CIP RESOA,FY18 RESO A LOW-VOLTAGE ELECTRICAL SYSTEMS,Design,,,PNS,90000.0,90000.0,0.0,DSF: 0000866323,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,90000.0,
Q455,NEWTOWN HS - QUEENS,SCA CIP RESOA,FY18 RESO A LOW-VOLTAGE ELECTRICAL SYSTEMS,Construction,,,PNS,1320000.0,1320000.0,0.0,DSF: 0000866323,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,1320000.0,
Q455,NEWTOWN HS - QUEENS,SCA CIP RESOA,FY18 RESO A LOW-VOLTAGE ELECTRICAL SYSTEMS,"CM, F&E",,,PNS,90000.0,90000.0,0.0,DSF: 0000866323,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,90000.0,
Q485,GROVER CLEVELAND HS - QUEENS,SCA CIP RESOA,FY18 RESO A ELECTRICAL SYSTEMS,Design,,,PNS,30000.0,30000.0,0.0,DSF: 0000866355,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,30000.0,
Q485,GROVER CLEVELAND HS - QUEENS,SCA CIP RESOA,FY18 RESO A ELECTRICAL SYSTEMS,Construction,,,PNS,440000.0,440000.0,0.0,DSF: 0000866355,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,440000.0,
Q485,GROVER CLEVELAND HS - QUEENS,SCA CIP RESOA,FY18 RESO A ELECTRICAL SYSTEMS,"CM, F&E",,,PNS,30000.0,30000.0,0.0,DSF: 0000866355,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,30000.0,
Q585,MASPETH HIGH SCHOOL - QUEENS,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Scope,,,PNS,0.0,0.0,0.0,DSF: 0000866422,True,1,1,0,0,0,0,1,0,0,0,0,queens,,0.0,
Q585,MASPETH HIGH SCHOOL - QUEENS,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Design,,,PNS,6000.0,6000.0,0.0,DSF: 0000866422,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,6000.0,
Q585,MASPETH HIGH SCHOOL - QUEENS,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,Construction,,,PNS,88000.0,88000.0,0.0,DSF: 0000866422,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,88000.0,
Q585,MASPETH HIGH SCHOOL - QUEENS,SCA CIP RESOA,FY18 RESO A AUDITORIUM  UPGRADE,"CM, F&E",,,PNS,6000.0,6000.0,0.0,DSF: 0000866422,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,6000.0,
Q735,HIGH SCHOOL OF APPLIED COMMUNI,DIIT - RESOA,FY18 RESO A TECHNOLOGY,Purch & Install,,,PNS,35000.0,34729.0,34729.0,DSF: 0000867955,False,0,0,1,0,0,0,1,0,0,0,0,queens,1.0,271.0,
Q744,PAN AMERICAN INTERNATIONAL HS,SCA CIP RESOA,FY18 RESO A GYMNASIUM UPGRADE,Scope,,,PNS,0.0,0.0,0.0,DSF: 0000867314,True,1,1,0,0,0,0,1,0,0,0,0,queens,,0.0,
Q744,PAN AMERICAN INTERNATIONAL HS,SCA CIP RESOA,FY18 RESO A GYMNASIUM UPGRADE,Design,,,PNS,30000.0,30000.0,0.0,DSF: 0000867314,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,30000.0,
Q744,PAN AMERICAN INTERNATIONAL HS,SCA CIP RESOA,FY18 RESO A GYMNASIUM UPGRADE,Construction,,,PNS,440000.0,440000.0,0.0,DSF: 0000867314,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,440000.0,
Q744,PAN AMERICAN INTERNATIONAL HS,SCA CIP RESOA,FY18 RESO A GYMNASIUM UPGRADE,"CM, F&E",,,PNS,30000.0,30000.0,0.0,DSF: 0000867314,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,30000.0,
Q744,PAN AMERICAN INTERNATIONAL HS,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Scope,,,PNS,0.0,0.0,0.0,DSF: 0000867327,True,1,1,0,0,0,0,1,0,0,0,0,queens,,0.0,
Q744,PAN AMERICAN INTERNATIONAL HS,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Design,,,PNS,30000.0,30000.0,0.0,DSF: 0000867327,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,30000.0,
Q744,PAN AMERICAN INTERNATIONAL HS,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,Construction,,,PNS,440000.0,440000.0,0.0,DSF: 0000867327,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,440000.0,
Q744,PAN AMERICAN INTERNATIONAL HS,SCA CIP RESOA,FY18 RESO A LIBRARY UPGRADES,"CM, F&E",,,PNS,30000.0,30000.0,0.0,DSF: 0000867327,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,30000.0,
Q878,P.S. 128 - QUEENS,SCA CIP RESOA,FY16 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Scope,,,PNS,0.0,0.0,0.0,DSF: 0000823546,True,1,1,0,0,0,0,1,0,0,0,0,queens,,0.0,
Q878,P.S. 128 - QUEENS,SCA CIP RESOA,FY16 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Design,,,PNS,9000.0,17586.0,0.0,DSF: 0000823546,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,9000.0,
Q878,P.S. 128 - QUEENS,SCA CIP RESOA,FY16 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Construction,,,PNS,132000.0,257931.0,0.0,DSF: 0000823546,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,132000.0,
Q878,P.S. 128 - QUEENS,SCA CIP RESOA,FY16 RESO A IP SURVEILLANCE CAMERA INSTALLATION,"CM, F&E",,,PNS,9000.0,17586.0,0.0,DSF: 0000823546,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,9000.0,
Q020,P.S. 20 - QUEENS,SCA CIP,FIRE ALARM SYS/MECHANICAL SYSTEMS REPAIR,Construction,,,PNS,4536834.0,4536834.0,15983.0,"DSF: 0000765327, 0000787947",False,1,1,0,0,0,0,0,0,0,0,0,queens,100.0,4520851.0,
Q020,P.S. 20 - QUEENS,SCA CIP,FIRE ALARM SYS/MECHANICAL SYSTEMS REPAIR,"CM, F&E",,,PNS,282292.0,282292.0,23535.0,"DSF: 0000765327, 0000787947",False,1,1,0,0,0,0,0,0,0,0,0,queens,92.0,258757.0,
Q020,P.S. 20 - QUEENS,SCA CIP,FLOOD ELIMINATION,Design,,,PNS,93482.0,93482.0,273.0,DSF: 0000877872,False,1,1,0,0,0,0,0,0,0,0,0,queens,100.0,93209.0,
Q022,P.S. 22 - QUEENS,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,Scope,,,PNS,0.0,34.0,34.0,DSF: 0000867220,False,1,1,0,0,0,0,1,0,0,0,0,queens,-inf,-34.0,
Q022,P.S. 22 - QUEENS,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,Design,,,PNS,15000.0,14966.0,137.0,DSF: 0000867220,False,1,1,0,0,0,0,1,0,0,0,0,queens,99.0,14863.0,
Q022,P.S. 22 - QUEENS,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,Construction,,,PNS,220000.0,220000.0,0.0,DSF: 0000867220,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,220000.0,
Q022,P.S. 22 - QUEENS,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,"CM, F&E",,,PNS,15000.0,15000.0,0.0,DSF: 0000867220,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,15000.0,
Q022,P.S. 22 - QUEENS,SCA CIP RESOA,FY18 RESO A PLAYGROUND UPGRADE,Scope,,,PNS,0.0,0.0,0.0,DSF: 0000868327,True,1,1,0,0,0,0,1,0,0,0,0,queens,,0.0,
Q022,P.S. 22 - QUEENS,SCA CIP RESOA,FY18 RESO A PLAYGROUND UPGRADE,Design,,,PNS,66000.0,66000.0,0.0,DSF: 0000868327,False,1,1,0,0,0,0,1,0,0,0,0,queens,100.0,66000.0,
K667,P.S./I.S. @ 3269 ATLANTIC AVE,SCA Capacity,NEW SCHOOL,Construction,,,PNS,86428968.0,86428968.0,627109.0,DSF: 0000822081,False,1,0,0,0,0,0,0,0,0,0,0,brooklyn,99.0,85801859.0,
K667,P.S./I.S. @ 3269 ATLANTIC AVE,SCA Capacity,NEW SCHOOL,"CM,Art,F&E",,,PNS,12170924.0,12170924.0,335538.0,DSF: 0000822081,False,1,0,0,0,0,0,0,0,0,0,0,brooklyn,97.0,11835386.0,
K062,I.S. 62 - BROOKLYN,SCA CIP,PLANYC CLIMATE CTRL/PLANYC BOILER CONVERSION,Design,,,PNS,302287.0,302287.0,603.0,"DSF: 0000869288, 0000888784",False,1,1,0,0,0,0,0,0,0,0,0,brooklyn,100.0,301684.0,
K062,I.S. 62 - BROOKLYN,SCA CIP,PLANYC CLIMATE CTRL/PLANYC BOILER CONVERSION,Construction,,,PNS,5667892.0,5667892.0,0.0,"DSF: 0000869288, 0000888784",False,1,1,0,0,0,0,0,0,0,0,0,brooklyn,100.0,5667892.0,
K062,I.S. 62 - BROOKLYN,SCA CIP,PLANYC CLIMATE CTRL/PLANYC BOILER CONVERSION,"CM, F&E",,,PNS,352669.0,352669.0,0.0,"DSF: 0000869288, 0000888784",False,1,1,0,0,0,0,0,0,0,0,0,brooklyn,100.0,352669.0,
K062,I.S. 62 - BROOKLYN,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,Design,,,PNS,10800.0,10612.0,751.0,DSF: 0000867219,False,1,1,0,0,0,0,1,0,0,0,0,brooklyn,93.0,10049.0,
K062,I.S. 62 - BROOKLYN,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,Construction,,,PNS,158400.0,158400.0,0.0,DSF: 0000867219,False,1,1,0,0,0,0,1,0,0,0,0,brooklyn,100.0,158400.0,
K062,I.S. 62 - BROOKLYN,SCA CIP RESOA,FY18 RESO A SUPPLEMENTAL COOLING,"CM, F&E",,,PNS,10800.0,10800.0,0.0,DSF: 0000867219,False,1,1,0,0,0,0,1,0,0,0,0,brooklyn,100.0,10800.0,
K127,P.S. 127 - BROOKLYN,SCA Capacity,ECC PLAY YARD PROJECT,"CM,Art,F&E",,,PNS,200326.0,200326.0,21888.0,DSF: 0000798189,False,1,0,0,0,0,0,0,0,0,0,0,brooklyn,89.0,178438.0,
K104,P.S. 104 - BROOKLYN,SCA CIP,PLANYC BOILER CONVERSION/CLIMATE CTRL,Construction,,,PNS,7298683.0,7298683.0,39549.0,"DSF: 0000798257, 0000798260",False,1,1,0,0,0,0,0,0,0,0,0,brooklyn,99.0,7259134.0,
K104,P.S. 104 - BROOKLYN,SCA CIP,PLANYC BOILER CONVERSION/CLIMATE CTRL,"CM, F&E",,,PNS,454141.0,454141.0,33157.0,"DSF: 0000798257, 0000798260",False,1,1,0,0,0,0,0,0,0,0,0,brooklyn,93.0,420984.0,
K105,P.S. 105 - BROOKLYN,DOE- RESOA,FY13 RESO A ELECTRICAL LIGHTING FIX,Construction,,,PNS,91578.0,91578.0,0.0,DSF: 0000754746,False,0,0,0,1,0,0,1,0,0,0,0,brooklyn,100.0,91578.0,
