project_geographic_district,project_building_identifier,project_school_name,project_type,project_description,project_phase_name,project_status_name,project_phase_actual_start_date,project_phase_planned_end_date,project_phase_actual_end_date,project_budget_amount,final_estimate_of_actual_costs_through_end_of_phase_amount,total_phase_actual_spending_amount,dsf_number_s,failure
25,Q163,P.S. 163 - QUEENS,SCA Capacity,ADDITION,Construction,In-Progress,05/16/2014,05/04/2017,,49313250,48906555.0,44983687.0,DSF: 0000752885,False
25,Q163,P.S. 163 - QUEENS,SCA Capacity,ADDITION,"CM,Art,F&E",In-Progress,05/16/2014,05/04/2017,,6455930,7798926.0,6747967.0,DSF: 0000752885,False
25,Q164,P.S. 164 - QUEENS,DOE- RESOA,FY 15 RESO A ACCESSIBILITY,Construction,In-Progress,06/30/2017,DOER,,268694,105965.0,105965.0,DSF: 0000821681,False
25,Q164,P.S. 164 - QUEENS,DOE- RESOA,FY17 RESO A ART ROOM UPGRADE,Construction,In-Progress,07/27/2017,DOER,,80000,95792.0,95792.0,DSF: 0000844996,False
25,Q164,P.S. 164 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,10/01/2016,DOES,,DOES,107188.0,107188.0,DSF: 0000813581,False
25,Q168,THE QUEENS SCHOOL OF INQUIRY-Q,DOE - Skilled Trades,SEWAGE EJECTOR CUTTER PUMP REPLACEMENT,Construction,In-Progress,03/03/2017,DOES,,DOES,56911.0,0.0,DSF: 0000857661,True
25,Q168,I.S. 250 - QUEENS,Trust For Public Lan,FY17 RESO A PLAYGROUND REDEVELOPMENT,Design,In-Progress,12/01/2016,03/31/2018,,50000,50000.0,0.0,DSF: 0000844968,False
25,Q169,P.S. 169 - QUEENS,SCA CIP RESOA,FY16 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,05/15/2017,05/14/2018,,352000,274543.0,2214.0,DSF: 0000822855,False
25,Q169,P.S. 169 - QUEENS,SCA CIP RESOA,FY16 RESO A AUDITORIUM UPGRADE,"CM, F&E",In-Progress,05/15/2017,05/14/2018,,24000,25873.0,5149.0,DSF: 0000822855,False
25,Q169,P.S. 169 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,09/11/2017,DOES,,DOES,170000.0,1589.0,DSF: 0000866040,False
25,Q184,P.S. 184 - QUEENS,SCA CIP,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,Construction,In-Progress,10/11/2016,04/03/2018,,6335775,5760518.0,3974375.0,"DSF: 0000790584, 0000798371",False
25,Q184,P.S. 184 - QUEENS,SCA CIP,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,"CM, F&E",In-Progress,10/11/2016,04/03/2018,,394226,328313.0,304846.0,"DSF: 0000790584, 0000798371",False
25,Q185,J.H.S. 185 - QUEENS,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEMS,Design,In-Progress,11/29/2017,05/25/2018,,32856,32856.0,3662.0,DSF: 0000867045,False
25,Q189,THE FLUSHING INTERNATIONAL HS,DOE - Skilled Trades,ACE- STEAM SYSTEM UPGRADE,Construction,In-Progress,10/06/2015,DOES,,DOES,177407.0,177407.0,DSF: 0000799827,False
25,Q189,J.H.S. 189 - QUEENS,Trust For Public Lan,FY17 RESO A PLAYGROUND REDEVELOPMENT,Construction,In-Progress,08/15/2017,09/15/2018,,360000,360000.0,200000.0,DSF: 0000844821,False
20,K170,P.S. 170 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,559710.0,0.0,DSF: 0000776780,True
20,K179,P.S. 179 - BROOKLYN,SCA IEH,"IEH PO18-RMS 206,403A,403B",Construction,In-Progress,06/20/2017,IEH,,IEH,81816.0,6928.0,DSF: 0000047387,False
20,K180,P.S. 180 - BROOKLYN,SCA IEH,IEH PO18-ROOM 310,Construction,In-Progress,04/05/2016,IEH,,IEH,5522.0,522.0,DSF: 0000040729,False
20,K180,P.S. 180 - BROOKLYN,SCA IEH,IEH PO18-1ST FL CAFETERIA,Construction,In-Progress,06/14/2017,IEH,,IEH,293885.0,1056.0,DSF: 0000047311,False
20,K180,P.S. 180 - BROOKLYN,DOE- RESOA,FY16 RESO A GYMNASIUM UPGRADE,Construction,In-Progress,06/28/2017,DOER,,95271,95271.0,84703.0,DSF: 0000822916,False
20,K185,P.S. 185 - BROOKLYN,SCA IEH,IEH PO18-KITCHEN BY SINK,Construction,In-Progress,04/06/2017,IEH,,IEH,4200.0,0.0,DSF: 0000046167,True
20,K185,P.S. 185 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,263957.0,0.0,DSF: 0000776795,True
20,K185,P.S. 185 - BROOKLYN,DOE - Skilled Trades,REPLACE BOILER FEED WATER TANK,Construction,In-Progress,07/26/2016,DOES,,DOES,41941.0,4190.0,DSF: 0000848194,False
20,K192,P.S. 192 - BROOKLYN,SCA CIP,DETERIORATED WINDOW WELL WALLS/FLOOD/PARAPETS/ROOF,Construction,In-Progress,11/19/2015,05/11/2017,,6091620,7246239.0,5386016.0,"DSF: 0000780632, 0000780634, 0000780635, 0000800109",False
20,K192,P.S. 192 - BROOKLYN,SCA CIP,DETERIORATED WINDOW WELL WALLS/FLOOD/PARAPETS/ROOF,"CM, F&E",In-Progress,11/19/2015,05/11/2017,,533313,728410.0,672952.0,"DSF: 0000780632, 0000780634, 0000780635, 0000800109",False
20,K200,P.S. 200 - BROOKLYN,SCA CIP,PARAPETS/ROOFS/EXT MASONRY,Design,In-Progress,10/11/2017,03/16/2018,,417759,417759.0,217585.0,"DSF: 0000044952, 0000848463, 0000868163",True
20,K200,P.S. 200 - BROOKLYN,SCA IEH,IEH PO18-RM 117,Construction,In-Progress,08/09/2017,IEH,,IEH,41483.0,1976.0,DSF: 0000048071,False
20,K200,P.S. 200 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,29437.0,0.0,DSF: 0000776809,True
20,K201,I.S. 201 - BROOKLYN,SCA CIP,PARAPETS/EXT MASONRY/CONCRETE/FLOOD/ROOF,Construction,In-Progress,03/25/2014,11/14/2015,,23588364,26150722.0,21981472.0,"DSF: 0000735418, 0000735420, 0000735421, 0000758297, 0000758299",False
20,K201,I.S. 201 - BROOKLYN,SCA CIP,PARAPETS/EXT MASONRY/CONCRETE/FLOOD/ROOF,"CM, F&E",In-Progress,03/25/2014,11/14/2015,,1662617,1636492.0,1488776.0,"DSF: 0000735418, 0000735420, 0000735421, 0000758297, 0000758299",False
20,K201,I.S. 201 - BROOKLYN,SCA IEH,"IEH PO18-2ND FL HALLWAY,2ND FL STAIRCASE LANDINGS",Construction,In-Progress,06/20/2017,IEH,,IEH,10838.0,1338.0,DSF: 0000047391,False
20,K201,I.S. 201 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,52048.0,0.0,DSF: 0000776810,True
20,K205,P.S. 205 - BROOKLYN,SCA CIP,FLOOD ELIMINATION/PARAPETS,Scope,In-Progress,12/18/2017,05/04/2018,,43870,43870.0,0.0,"DSF: 0000871241, 0000871243",True
20,K205,P.S. 205 - BROOKLYN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,In-Progress,11/16/2017,DOEL,,DOEL,500.0,0.0,DSF:,True
20,K220,I.S. 220 - BROOKLYN,SCA IEH,"IEH PO18-ROOMS 559,452,312,305,551,258",Construction,In-Progress,12/15/2016,IEH,,IEH,71238.0,2467.0,DSF: 0000044527,False
20,K220,I.S. 220 - BROOKLYN,SCA IEH,"IEH PO18-4TH FL RMS 460,419,417,415,  1ST FL RM 11",Construction,In-Progress,10/25/2017,IEH,,IEH,97198.0,3114.0,DSF: 0000049065,False
20,K220,I.S. 220 - BROOKLYN,DOE - Skilled Trades,REPLACE BOILER WATER TANKS/PUMPS,Construction,In-Progress,07/03/2017,DOES,,DOES,54115.0,54115.0,DSF: 0000848820,False
20,K223,URBN ASSY SCHL CRIM JUSTICE,SCA CIP,SCIENCE LAB UPGRADE,Construction,In-Progress,11/06/2017,11/05/2018,,1370250,1285281.0,28401.0,DSF: 0000758723,False
20,K223,URBN ASSY SCHL CRIM JUSTICE,SCA CIP,SCIENCE LAB UPGRADE,"CM, F&E",In-Progress,11/06/2017,11/05/2018,,85260,40363.0,40157.0,DSF: 0000758723,False
20,K223,I.S. 223 - BROOKLYN,DOE - Skilled Trades,REPLACE PNEUMATICALLY OPERATED SEWER EJECTOR PUMP,Construction,In-Progress,11/17/2016,DOES,,DOES,157894.0,7882.0,DSF: 0000848892,False
20,K227,I.S. 227 - BROOKLYN,SCA CIP,WATER PENETRATION/ROOFS/EXT MASONRY/PARAPETS,Design,In-Progress,07/10/2017,12/11/2017,,343740,343740.0,87930.0,"DSF: 0000848965, 0000848968, 0000848969, 0000848971",True
20,K227,I.S. 227 - BROOKLYN,SCA IEH,"IEH PO18-RMS 227A,415,323A,321",Construction,In-Progress,06/06/2017,IEH,,IEH,72460.0,10174.0,DSF: 0000047187,False
20,K227,I.S. 227 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,29171.0,0.0,DSF: 0000776836,True
20,K247,P.S. 247 - BROOKLYN,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,08/30/2017,DOES,,DOES,170000.0,1710.0,DSF: 0000865977,False
20,K259,I.S. 259 - BROOKLYN,SCA CIP,CRACKED EXTERIOR MASONRY/ROOFS/PARAPETS,Construction,In-Progress,06/13/2016,06/02/2018,,12134250,11175040.0,9589367.0,"DSF: 0000781917, 0000805209, 0000821683",False
20,K259,I.S. 259 - BROOKLYN,SCA CIP,CRACKED EXTERIOR MASONRY/ROOFS/PARAPETS,"CM, F&E",In-Progress,06/13/2016,06/02/2018,,755020,454362.0,452490.0,"DSF: 0000781917, 0000805209, 0000821683",False
20,K259,I.S. 259 - BROOKLYN,SCA CIP,PLANYC BOILER CONVERSION/CLIMATE CTRL,Construction,In-Progress,10/25/2017,04/17/2019,,7602751,6970267.0,17413.0,"DSF: 0000798278, 0000798281",False
20,K259,I.S. 259 - BROOKLYN,SCA CIP,PLANYC BOILER CONVERSION/CLIMATE CTRL,"CM, F&E",In-Progress,10/25/2017,04/17/2019,,473060,24913.0,24913.0,"DSF: 0000798278, 0000798281",False
20,K259,I.S. 259 - BROOKLYN,DOE - Skilled Trades,ADA SHELTER COMPLIANCE,Construction,In-Progress,07/24/2017,DOES,,DOES,33135.0,33135.0,DSF: 0000865890,False
20,K310,P.S. 310 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,189121.0,0.0,DSF: 0000776915,True
20,K314,P.S. 503 - BROOKLYN,SCA CIP,EXTERIOR MASONRY/PARAPETS/ROOFS,Construction,In-Progress,06/26/2017,12/17/2018,,5623118,5144739.0,130761.0,"DSF: 0000782731, 0000798566, 0000801066",False
20,K314,P.S. 503 - BROOKLYN,SCA CIP,EXTERIOR MASONRY/PARAPETS/ROOFS,"CM, F&E",In-Progress,06/26/2017,12/17/2018,,507239,41145.0,41145.0,"DSF: 0000782731, 0000798566, 0000801066",False
20,K314,P.S. 506 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,160686.0,0.0,DSF: 0000776918,True
20,K314,P.S. 503 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,160686.0,0.0,DSF: 0000776917,True
20,K314,P.S. 503 - BROOKLYN,DOE - Skilled Trades,ACE- STEAM SYSTEM UPGRADE,Construction,In-Progress,08/03/2016,DOES,,DOES,196686.0,108330.0,DSF: 0000799803,False
20,K314,P.S. 503 - BROOKLYN,DOE - Skilled Trades,ADA SHELTER COMPLIANCE,Construction,In-Progress,03/19/2017,DOES,,DOES,61881.0,24543.0,DSF: 0000844724,False
20,K445,NEW UTRECHT HS - BROOKLYN,SCA CIP,WATER PENETRATION INTO BASEMENT/NATATORIUM RECONST,Construction,In-Progress,05/15/2017,11/05/2018,,9903375,9050651.0,526361.0,"DSF: 0000775948, 0000783448",False
20,K445,NEW UTRECHT HS - BROOKLYN,SCA CIP,WATER PENETRATION INTO BASEMENT/NATATORIUM RECONST,"CM, F&E",In-Progress,05/15/2017,11/05/2018,,616210,74953.0,74012.0,"DSF: 0000775948, 0000783448",False
25,Q193,P.S. 193 - QUEENS,SCA CIP RESOA,FY17 RESO A AUDITORIUM  UPGRADE,Design,In-Progress,06/07/2017,11/07/2017,,30000,17513.0,6296.0,DSF: 0000844954,True
25,Q194,J.H.S. 194 - QUEENS,SCA CIP,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,Construction,In-Progress,02/03/2017,02/02/2019,,7644376,7061531.0,3621328.0,"DSF: 0000790753, 0000798297",False
25,Q194,J.H.S. 194 - QUEENS,SCA CIP,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,"CM, F&E",In-Progress,02/03/2017,02/02/2019,,475650,264378.0,204575.0,"DSF: 0000790753, 0000798297",False
25,Q194,J.H.S. 194 - QUEENS,SCA IEH,"IEH PO18-ROOMS B13, B15, B27",Construction,In-Progress,10/19/2017,IEH,,IEH,303721.0,4316.0,DSF: 0000049028,False
25,Q194,J.H.S. 194 - QUEENS,SCA IEH,"IEH PO18-CLASSROOM # 102, 104, 105, 108,  109, 114",Construction,In-Progress,11/06/2017,IEH,,IEH,1774.0,1274.0,DSF: 0000049250,False
25,Q194,J.H.S. 194 WILLIAM CARR,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,In-Progress,12/14/2017,01/13/2018,,35000,34735.0,34735.0,DSF: 0000844460,True
25,Q201,P.S. 201 - QUEENS,DOE- RESOA,FY 15 RESO A ACCESSIBILITY,Construction,In-Progress,07/06/2016,DOER,,106306,89856.0,89856.0,DSF: 0000822207,False
25,Q209,P.S. 209 CLEARVIEW GARDENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,In-Progress,12/07/2017,01/15/2018,,35000,34733.0,34733.0,DSF: 0000844530,False
25,Q209,P.S. 209 CLEARVIEW GARDENS,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,In-Progress,12/07/2017,01/15/2018,,35000,34738.0,34738.0,DSF: 0000845456,True
25,Q214,P.S. 214 - QUEENS,SCA CIP,PARAPETS/FLOOD/EXT MASONRY/ROOFS,Construction,In-Progress,02/13/2017,08/06/2018,,7694565,7003151.0,4547810.0,"DSF: 0000745395, 0000812865, 0000814327, 0000814328",False
25,Q214,P.S. 214 - QUEENS,SCA CIP,PARAPETS/FLOOD/EXT MASONRY/ROOFS,"CM, F&E",In-Progress,02/13/2017,08/06/2018,,776589,158809.0,137487.0,"DSF: 0000745395, 0000812865, 0000814327, 0000814328",False
25,Q214,P.S. 214 - QUEENS,SCA CIP RESOA,FY17 RESO A LOW VOLTAGE ELECTRICAL SYSTEMS,Design,In-Progress,09/06/2017,02/09/2018,,6000,3213.0,3213.0,DSF: 0000844824,True
25,Q214,P.S. 214 - QUEENS,DOE- RESOA,FY16 RESO A FENCING,Construction,In-Progress,07/10/2017,DOER,,55213,53247.0,53247.0,DSF: 0000822780,False
25,Q219,P.S. 219 - QUEENS,SCA CIP,LOW VOLTAGE ELECTRICAL/KITCHEN UPGRADE,Construction,In-Progress,08/02/2017,08/01/2018,,2087286,1960557.0,869411.0,"DSF: 0000745480, 0000799467",False
25,Q219,P.S. 219 - QUEENS,SCA CIP,LOW VOLTAGE ELECTRICAL/KITCHEN UPGRADE,"CM, F&E",In-Progress,08/02/2017,08/01/2018,,198565,100820.0,77114.0,"DSF: 0000745480, 0000799467",False
25,Q219,P.S. 219 - QUEENS,SCA CIP,ROOFS,Scope,In-Progress,12/19/2017,05/07/2018,,78029,78029.0,347.0,DSF: 0000880952,True
25,Q336,I.S./H.S. 336 - QUEENS,SCA Lease Site Impro,LEASE,Construction,In-Progress,07/18/2016,01/08/2018,,22425414,22672358.0,20482435.0,DSF: 0000798226,False
25,Q336,I.S./H.S. 336 - QUEENS,SCA Lease Site Impro,LEASE,"CM, F&E",In-Progress,07/18/2016,01/08/2018,,3157946,2162381.0,1185442.0,DSF: 0000798226,False
25,Q425,JOHN BOWNE HS - QUEENS,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Design,In-Progress,10/18/2017,04/17/2018,,47481,47481.0,14614.0,DSF: 0000867058,False
25,Q425,JOHN BOWNE HS - QUEENS,SCA CIP,EXTERIOR MASONRY,Scope,In-Progress,12/18/2017,05/04/2018,,82803,82803.0,0.0,DSF: 0000881278,True
25,Q425,JOHN BOWNE HS - QUEENS,DOE- RESOA,FY16 RESO A GYMNASIUM UPGRADE,Construction,In-Progress,01/29/2016,DOER,,142067,142067.0,142067.0,DSF: 0000822784,False
25,Q460,FLUSHING HS - QUEENS,SCA CIP,PARAPETS/EXTERIOR MASONRY,Scope,In-Progress,12/18/2017,05/04/2018,,201422,201422.0,1.0,"DSF: 0000881482, 0000881483",True
25,Q460,FLUSHING HS - QUEENS,DOE - Skilled Trades,ACE- STEAM SYSTEM UPGRADE,Construction,In-Progress,07/25/2015,DOES,,DOES,352779.0,352779.0,DSF: 0000799833,False
25,Q515,TOWNSEND HARRIS HS - Q,SCA CIP RESOA,FY16 RESO A IP SURVEILLANCE CAMERA INSTALLATION,Design,In-Progress,09/29/2017,03/29/2018,,18000,15755.0,8980.0,DSF: 0000823547,True
25,Q515,TOWNSEND HARRIS HS - Q,DOE - Skilled Trades,ADA SHELTER COMPLIANCE,Construction,In-Progress,05/23/2017,DOES,,DOES,115831.0,8121.0,DSF: 0000844714,False
26,Q026,P.S. 26 - QUEENS,SCA CIP,FLOOD ELIMINATION,Scope,In-Progress,12/18/2017,05/04/2018,,25495,25495.0,0.0,DSF: 0000877959,True
20,K445,NEW UTRECHT HS - BROOKLYN,DOE- RESOA,FY14 RESO A SIGNAGE,Construction,In-Progress,03/03/2017,DOER,,35000,13048.0,13048.0,DSF: 0000798860,False
20,K446,NEW UTRECHT HS - BROOKLYN,SCA CIP,ATHLETIC FIELD REPAIRS,Construction,In-Progress,02/06/2017,05/01/2018,,5951250,5458290.0,2396626.0,DSF: 0000783461,False
20,K446,NEW UTRECHT HS - BROOKLYN,SCA CIP,ATHLETIC FIELD REPAIRS,"CM, F&E",In-Progress,02/06/2017,05/01/2018,,370300,140224.0,134849.0,DSF: 0000783461,False
20,K486,I.S. 187 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,285800.0,0.0,DSF: 0000776493,True
20,K490,FORT HAMILTON HS - K,SCA CIP,POOL BOILER,Construction,In-Progress,04/25/2017,07/18/2018,,4944375,4485614.0,614426.0,DSF: 0000799401,False
20,K490,FORT HAMILTON HS - K,SCA CIP,POOL BOILER,"CM, F&E",In-Progress,04/25/2017,07/18/2018,,307650,221069.0,220874.0,DSF: 0000799401,False
20,K490,FORT HAMILTON HS - K,SCA CIP RESOA,FY16 RESO A ATHLETIC FIELD UPGRADE,Construction,In-Progress,11/13/2017,02/05/2019,,4234560,3599147.0,25090.0,DSF: 0000843649,False
20,K490,FORT HAMILTON HS - K,SCA CIP RESOA,FY16 RESO A ATHLETIC FIELD UPGRADE,"CM, F&E",In-Progress,11/13/2017,02/05/2019,,288720,30523.0,30523.0,DSF: 0000843649,False
20,K490,FORT HAMILTON HS - K,SCA IEH,IEH PO18-BEHIND GIRLS AND BOYS GYM EXITS,Construction,In-Progress,04/27/2016,IEH,,IEH,11631.0,1631.0,DSF: 0000041046,False
20,K505,FRANKLIN D. ROOSEVELT HS - K,SCA IEH,IEH PO18-1ST FL CORR GYM HALLWAY,Construction,In-Progress,05/25/2017,IEH,,IEH,6900.0,0.0,DSF: 0000046967,True
20,K505,FRANKLIN D. ROOSEVELT HS - K,DOE- RESOA,FY17 RESO A HYDROPONIC CLASSROOM,Construction,In-Progress,07/19/2017,DOER,,165030,165030.0,165030.0,DSF: 0000844169,False
20,K613,PRE-K CENTER @ 369 93RD STREET,PRE-K,NEW SCHOOL,Construction,In-Progress,07/11/2016,03/02/2018,,31008714,29326862.0,25441194.0,DSF: 0000821813,False
20,K613,PRE-K CENTER @ 369 93RD STREET,PRE-K,NEW SCHOOL,"CM, F&E",In-Progress,07/11/2016,03/02/2018,,4366646,2901698.0,1549642.0,DSF: 0000821813,False
20,K746,P.S. 746 - BROOKLYN,SCA Capacity,NEW SCHOOL,Construction,In-Progress,06/22/2017,03/07/2020,,104062134,94500391.0,3049134.0,DSF: 0000798186,False
20,K746,P.S. 746 - BROOKLYN,SCA Capacity,NEW SCHOOL,"CM,Art,F&E",In-Progress,06/22/2017,03/07/2020,,14654026,5073355.0,401868.0,DSF: 0000798186,False
20,K747,DISTRICT 20 PRE-K CENTER,SCA IEH,IEH PO18-ROOM 204,Construction,In-Progress,06/02/2017,IEH,,IEH,11387.0,1076.0,DSF: 0000047105,False
20,K762,PRE-K CENTER @ 1355 84TH ST,PRE-K,LEASE,Construction,In-Progress,08/27/2015,05/01/2016,,2323718,62598.0,47115.0,DSF: 0000822162,True
20,K762,PRE-K CENTER @ 1355 84TH ST,PRE-K,LEASE,"CM, F&E",In-Progress,08/27/2015,05/01/2016,,433996,115995.0,115275.0,DSF: 0000822162,True
20,K767,DISTRICT 20 PRE-K CENTER,SCA IEH,IEH PO18-AUDITORIUM/GYM IN BASEMENT,Construction,In-Progress,11/25/2017,IEH,,IEH,11056.0,0.0,DSF: 0000049466,True
20,K807,P.S. 163 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,208842.0,0.0,DSF: 0000777043,True
20,K940,P.S. 170 - BROOKLYN,DOE - Skilled Trades,WATER HEATERS,Construction,In-Progress,01/08/2015,DOES,,DOES,75150.0,3750.0,DSF: 0000799841,False
21,K090,P.S. 90 - BROOKLYN,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,08/06/2015,DOES,,DOES,508.0,456.0,DSF: 0000823654,False
21,K095,P.S. 95 - BROOKLYN,SCA CIP,PARAPET/ROOFS/EXT MASONRY,Construction,In-Progress,08/11/2014,11/03/2015,,5366230,7302167.0,4799699.0,"DSF: 0000026515, 0000779171, 0000779172",False
21,K095,P.S. 95 - BROOKLYN,SCA CIP,PARAPET/ROOFS/EXT MASONRY,"CM, F&E",In-Progress,08/11/2014,11/03/2015,,483787,671567.0,573746.0,"DSF: 0000026515, 0000779171, 0000779172",False
21,K095,P.S. 95 - BROOKLYN,SCA CIP RESOA,FY17 RESO A SUPPLEMENTAL COOLING,Design,In-Progress,10/18/2017,02/23/2018,,41040,26421.0,6297.0,DSF: 0000844944,True
21,K095,P.S. 95 - BROOKLYN,DOE - Lead Paint,LEAD PAINT ABATEMENT,Construction,In-Progress,03/02/2017,DOEL,,DOEL,500.0,0.0,DSF:,True
21,K096,I.S. 096 SETH LOW,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,In-Progress,12/07/2017,01/15/2018,,125000,124273.0,124273.0,DSF: 0000844276,True
21,K096,I.S. 096 SETH LOW,DIIT - RESOA,FY17 RESO A TECHNOLOGY,Purch & Install,In-Progress,12/07/2017,01/15/2018,,50000,49625.0,49625.0,DSF: 0000845498,True
21,K097,P.S. 97 - BROOKLYN,SCA Capacity,ADDITION,Design,In-Progress,08/01/2017,03/30/2018,,3904256,3904256.0,540109.0,DSF: 0000798193,False
21,K097,P.S. 97 - BROOKLYN,SCA CIP,PLANYC BOILER CONVERSION,Design,In-Progress,10/11/2017,03/16/2018,,343992,343992.0,4594.0,DSF: 0000799391,True
21,K097,P.S. 97 - BROOKLYN,SCA CIP,PLANYC CLIMATE CONTROL,Design,In-Progress,10/11/2017,03/16/2018,,88108,88108.0,191.0,DSF: 0000779204,True
21,K097,P.S. 97,SCA Emergency Lighti,LL 41/16 COMPLIANCE,Construction,In-Progress,02/17/2004,12/29/2005,,77000,88645.0,53856.0,DSF: 0000012191,True
21,K097,P.S. 97,SCA Emergency Lighti,LL 41/16 COMPLIANCE,CM,In-Progress,02/17/2004,12/29/2005,,12240,47683.0,45849.0,DSF: 0000012191,True
21,K097,P.S. 97 - BROOKLYN,DIIT - Project Conne,CLASSROOM CONNECTIVITY,Purch & Install,In-Progress,06/24/2013,12/31/2013,,DIIT,263220.0,0.0,DSF: 0000776728,True
26,Q031,P.S. 31 - QUEENS,SCA CIP,CHIMNEY LINER REPLAC/PLANYC BOILER/CLIMATE/MASONRY,Construction,In-Progress,05/08/2017,04/07/2019,,16151973,14655345.0,1569849.0,"DSF: 0000800273, 0000833494, 0000833495, 0000833496, 0000833500, 0000843954, 0000843955",False
26,Q031,P.S. 31 - QUEENS,SCA CIP,CHIMNEY LINER REPLAC/PLANYC BOILER/CLIMATE/MASONRY,"CM, F&E",In-Progress,05/08/2017,04/07/2019,,1156717,237515.0,203836.0,"DSF: 0000800273, 0000833494, 0000833495, 0000833496, 0000833500, 0000843954, 0000843955",False
26,Q031,P.S. 31 - QUEENS,DOE- RESOA,FY16 RESO A AUDITORIUM UPGRADE,Construction,In-Progress,07/14/2017,DOER,,50000,260857.0,260857.0,DSF: 0000822857,True
26,Q041,P.S. 41 - QUEENS,SCA CIP RESOA,FY17 RESO A ELECTRICAL SYSTEMS,Design,In-Progress,04/17/2017,09/15/2017,,58200,46278.0,3656.0,DSF: 0000844955,True
26,Q067,J.H.S. 67 - QUEENS,DOE - Skilled Trades,VACUUM PUMP REPLACMENT,Construction,In-Progress,02/19/2016,DOES,,DOES,62818.0,62818.0,DSF: 0000834056,False
26,Q074,I.S. 74 - QUEENS,DOE - Skilled Trades,ADA SHELTER COMPLIANCE,Construction,In-Progress,03/16/2017,DOES,,DOES,17268.0,17268.0,DSF: 0000865902,False
26,Q098,P.S. 98 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,09/08/2017,DOES,,DOES,170000.0,790.0,DSF: 0000866026,False
26,Q115,P.S. 115 - QUEENS,SCA CIP,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,Construction,In-Progress,10/24/2016,04/16/2018,,6237000,6141064.0,4539715.0,"DSF: 0000798279, 0000798280",False
26,Q115,P.S. 115 - QUEENS,SCA CIP,PLANYC BOILER CNVRSN/PLANYC CLIMATE CTRL,"CM, F&E",In-Progress,10/24/2016,04/16/2018,,388080,332646.0,284183.0,"DSF: 0000798279, 0000798280",False
26,Q115,P.S. 115 - QUEENS,SCA CIP,PARAPETS/EXT MASONRY,Construction,In-Progress,07/12/2017,01/02/2019,,5568750,5164673.0,659090.0,"DSF: 0000834789, 0000834790",False
26,Q115,P.S. 115 - QUEENS,SCA CIP,PARAPETS/EXT MASONRY,"CM, F&E",In-Progress,07/12/2017,01/02/2019,,346500,88640.0,78052.0,"DSF: 0000834789, 0000834790",False
26,Q115,P.S. 115 - QUEENS,DOE - Skilled Trades,BATHROOM UPGRADE,Construction,In-Progress,01/27/2017,DOES,,DOES,134832.0,134832.0,DSF: 0000812703,False
26,Q130,P.S. 130 - QUEENS,SCA CIP,IP DIGITAL VIDEO SURVEILLANCE SYSTEM,Design,In-Progress,10/02/2017,04/02/2018,,24964,24964.0,4857.0,DSF: 0000867067,True
